;avg #n classes+groups;min #n classes+groups;max #n classes+groups;avg #n groups;min #n groups;max #n groups;avg #c groups;min #c groups;max #c groups;Fishers DR (C);Fishers DRv (C);Class Overlap (C);Border Points (C);Inter/Intra Class Dist (C);NN Error (C);Fishers DR (G);Fishers DRv (G);Class Overlap (G);Border Points (G);Inter/Intra Class Dist (G);NN Error (G);Acc (X);Acc (G);Acc (G - X);n;c;gs;features_remove_percent;n_group_features;group_imbalance;cls_imbalance;n_features
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,35446592980007496;0,050594172481731155;0,0035783495136514284;0,522;0,4863516577911626;0,336;0,9406932214792161;0,0011732754151754913;9,478296292470023e-09;0,2;0,47965544360230444;0,17777777777777778;0,6033333333333334;0,6833333333333333;0,07999999999999996;1000;10;0,75;0,1;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,2935102346632761;0,04717985579501593;0,002072192993240121;0,465;0,4828716196067152;0,28;0,9406932214792157;0,0011732754151753612;9,478296292470042e-09;0,2;0,47965544360230444;0,17777777777777778;0,6366666666666667;0,6966666666666667;0,05999999999999994;1000;10;0,75;0,1;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8411949416662249;0,07182589010174924;0,006548111318808384;0,614;0,4925958764565364;0,43;0,9401031729020713;0,006883095186762314;2,1856482485281273e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,5466666666666666;0,6366666666666667;0,09000000000000008;1000;10;0,75;0,2;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5277804104780383;0,052473531028691026;0,003192821723853405;0,551;0,48580024641155695;0,351;0,9401031729020713;0,006883095186762401;2,1856482485281302e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6;0,66;0,06000000000000005;1000;10;0,75;0,2;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,36727658392230367;0,049192812750588566;0,0012783725988001044;0,492;0,48297378962902915;0,301;0,9401031729020713;0,006883095186762604;2,1856482485281452e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,65;0,6766666666666666;0,026666666666666616;1000;10;0,75;0,2;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3245779165549258;0,04618829597441923;0,0020155640967724777;0,515;0,4837044819306711;0,331;0,940103172902071;0,006883095186762699;2,185648248528126e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6366666666666667;0,68;0,043333333333333335;1000;10;0,75;0,2;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8222574658571381;0,06471129974069563;0,043631889849316506;0,577;0,4937176858307483;0,423;0,9454471727075326;0,023854363851057228;2,0848736449006516e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,55;0,6233333333333333;0,07333333333333325;1000;10;1,0;0,0;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,4715061619272101;0,05237514765656911;0,01348605791881316;0,534;0,48125687415772433;0,318;0,9454471727075326;0,023854363851057294;2,0848736449006493e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,66;0,6866666666666666;0,026666666666666616;1000;10;1,0;0,0;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3285069419583583;0,0486860984383796;0,008025865020693163;0,555;0,48542154501203444;0,34;0,9454471727075326;0,023854363851058703;2,0848736449006586e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,6033333333333334;0,6266666666666667;0,023333333333333317;1000;10;1,0;0,0;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,27144637099354424;0,047985325776496994;0,00674351738840665;0,482;0,48446427974746487;0,286;0,945447172707533;0,023854363851057388;2,084873644900689e-08;0,28888888888888886;0,47458693953688874;0,17777777777777778;0,6633333333333333;0,6533333333333333;-0,010000000000000009;1000;10;1,0;0,0;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8164957084907304;0,05966392470417898;0,02145994192700069;0,598;0,4914080306314212;0,429;0,9596170053279254;0,014913985599638772;4,0916269730749925e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,5566666666666666;0,6533333333333333;0,09666666666666668;1000;10;1,0;0,05;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,4848434077852811;0,04652569097712401;0,012030334240423482;0,579;0,4832020985797487;0,381;0,9596170053279254;0,014913985599638788;4,091626973074982e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,62;0,6666666666666666;0,046666666666666634;1000;10;1,0;0,05;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3292153002513225;0,04291536091107001;0,0034001116310387676;0,517;0,48470209319944224;0,325;0,9596170053279253;0,01491398559963923;4,0916269730749904e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,6266666666666667;0,6533333333333333;0,026666666666666616;1000;10;1,0;0,05;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,28317389834337225;0,042335204840795136;0,0042470524543066004;0,505;0,4868472267331834;0,323;0,9596170053279255;0,014913985599639454;4,091626973074991e-07;0,3333333333333333;0,477488044375689;0,15555555555555556;0,6666666666666666;0,6466666666666666;-0,020000000000000018;1000;10;1,0;0,05;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8205049477311498;0,06938030843037908;0,026645887742275262;0,582;0,492514179356487;0,397;0,940693221479216;0,001173275415170289;9,478296292470035e-09;0,2;0,47965544360230444;0,17777777777777778;0,6266666666666667;0,6833333333333333;0,05666666666666664;1000;10;1,0;0,1;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,48946471363627064;0,049434193772419074;0,006594136270908993;0,513;0,48633166947162976;0,324;0,9406932214792161;0,001173275415182623;9,478296292470033e-09;0,2;0,47965544360230455;0,17777777777777778;0,6733333333333333;0,69;0,016666666666666607;1000;10;1,0;0,1;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,34115339610316686;0,047402799495062424;0,003539058309247378;0,532;0,4872144407343601;0,34;0,9406932214792164;0,0011732754151815097;9,478296292469965e-09;0,2;0,47965544360230444;0,17777777777777778;0,6566666666666666;0,7066666666666667;0,050000000000000044;1000;10;1,0;0,1;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,28980585289115096;0,04598814993059878;0,003958418183071007;0,465;0,4831807690121006;0,281;0,9406932214792162;0,0011732754151740673;9,478296292470023e-09;0,2;0,47965544360230444;0,17777777777777778;0,64;0,67;0,030000000000000027;1000;10;1,0;0,1;20;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,8236425884179092;0,06635454241855818;0,007454648247348921;0,598;0,4907831129263527;0,414;0,9401031729020713;0,006883095186762382;2,185648248528126e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,5933333333333334;0,6733333333333333;0,07999999999999996;1000;10;1,0;0,2;1;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,5019112217818374;0,04916297542220287;0,005275289489421819;0,542;0,4856032376994178;0,349;0,9401031729020716;0,00688309518676244;2,1856482485281294e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6566666666666666;0,6766666666666666;0,020000000000000018;1000;10;1,0;0,2;5;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,35488273163420764;0,04539393238298264;0,0021521180256865685;0,507;0,4827613186772912;0,311;0,9401031729020713;0,006883095186762643;2,1856482485281513e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6333333333333333;0,66;0,026666666666666727;1000;10;1,0;0,2;10;medium;medium;50
0;15,151515151515152;2;59;34,48275862068966;7;153;2,2758620689655173;2;5;0,3210971446651653;0,043420811145828915;0,002882865525111136;0,509;0,4836225029181031;0,323;0,9401031729020708;0,0068830951867624645;2,185648248528114e-07;0,28888888888888886;0,47685528124423543;0,13333333333333333;0,6866666666666666;0,6933333333333334;0,00666666666666671;1000;10;1,0;0,2;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9620467095558548;0,08425835706167839;0,07208305990497232;0,843;0,5145781071851256;0,69;0,8863098243203603;0,18470193363284557;2,3445172638704854e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,23333333333333334;0,52;0,2866666666666667;1000;20;0,0;0,0;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9620467095558548;0,08425835706167839;0,07208305990497232;0,843;0,5145781071851256;0,69;0,8863098243203603;0,18470193363284557;2,3445172638704854e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,26;0,52;0,26;1000;20;0,0;0,0;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9620467095558548;0,08425835706167839;0,07208305990497232;0,843;0,5145781071851256;0,69;0,8863098243203603;0,18470193363284557;2,3445172638704854e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,22333333333333333;0,5066666666666667;0,2833333333333334;1000;20;0,0;0,0;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9620467095558548;0,08425835706167839;0,07208305990497232;0,843;0,5145781071851256;0,69;0,8863098243203603;0,18470193363284557;2,3445172638704854e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,23333333333333334;0,53;0,2966666666666667;1000;20;0,0;0,0;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9647280042359121;0,0943340352514344;0,06477874498868734;0,856;0,5201522127709015;0,743;0,9041705194181642;0,21947989445542893;4,260726614157695e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,2633333333333333;0,5633333333333334;0,30000000000000004;1000;20;0,0;0,05;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9647280042359121;0,0943340352514344;0,06477874498868734;0,856;0,5201522127709015;0,743;0,9041705194181642;0,21947989445542893;4,260726614157695e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,25666666666666665;0,5433333333333333;0,2866666666666667;1000;20;0,0;0,05;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9647280042359121;0,0943340352514344;0,06477874498868734;0,856;0,5201522127709015;0,743;0,9041705194181642;0,21947989445542893;4,260726614157695e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,23;0,5233333333333333;0,29333333333333333;1000;20;0,0;0,05;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9647280042359121;0,0943340352514344;0,06477874498868734;0,856;0,5201522127709015;0,743;0,9041705194181642;0,21947989445542893;4,260726614157695e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,2866666666666667;0,5566666666666666;0,26999999999999996;1000;20;0,0;0,05;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9590800946158953;0,0796526684785412;0,03784158148904482;0,851;0,5131567387464236;0,726;0,8936006215748759;0,12848853486688708;5,938639355647046e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,30333333333333334;0,5933333333333334;0,29000000000000004;1000;20;0,0;0,1;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9590800946158953;0,0796526684785412;0,03784158148904482;0,851;0,5131567387464236;0,726;0,8936006215748759;0,12848853486688708;5,938639355647046e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,26;0,5466666666666666;0,2866666666666666;1000;20;0,0;0,1;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9590800946158953;0,0796526684785412;0,03784158148904482;0,851;0,5131567387464236;0,726;0,8936006215748759;0,12848853486688708;5,938639355647046e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,29;0,6166666666666667;0,3266666666666667;1000;20;0,0;0,1;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9590800946158953;0,0796526684785412;0,03784158148904482;0,851;0,5131567387464236;0,726;0,8936006215748759;0,12848853486688708;5,938639355647046e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,25333333333333335;0,5766666666666667;0,3233333333333333;1000;20;0,0;0,1;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9601199048708842;0,08368832543183842;0,017577725102116016;0,825;0,5129704381149803;0,701;0,8440065297720729;0,11946596586434943;6,505632176344726e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,31333333333333335;0,5166666666666667;0,20333333333333337;1000;20;0,0;0,2;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9601199048708842;0,08368832543183842;0,017577725102116016;0,825;0,5129704381149803;0,701;0,8440065297720729;0,11946596586434943;6,505632176344726e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,3233333333333333;0,5633333333333334;0,24000000000000005;1000;20;0,0;0,2;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9601199048708842;0,08368832543183842;0,017577725102116016;0,825;0,5129704381149803;0,701;0,8440065297720729;0,11946596586434943;6,505632176344726e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,2833333333333333;0,56;0,2766666666666667;1000;20;0,0;0,2;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9601199048708842;0,08368832543183842;0,017577725102116016;0,825;0,5129704381149803;0,701;0,8440065297720729;0,11946596586434943;6,505632176344726e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,33666666666666667;0,5566666666666666;0,21999999999999997;1000;20;0,0;0,2;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9154625662884146;0,056024891632382626;0,013905309699268642;0,769;0,5086096726890892;0,6;0,8863098243203603;0,18470193363284568;2,3445172638704885e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,29333333333333333;0,5133333333333333;0,21999999999999997;1000;20;0,25;0,0;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,6900270240691073;0,03842253524519545;0,00022754520614733128;0,668;0,501626992455926;0,487;0,8863098243203603;0,1847019336328456;2,3445172638704864e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,43;0,5333333333333333;0,10333333333333333;1000;20;0,25;0,0;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,49929499382212067;0,03489647830868863;7,153091175333848e-05;0,62;0,498404308765574;0,437;0,8863098243203603;0,1847019336328456;2,344517263870483e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,44666666666666666;0,5366666666666666;0,08999999999999997;1000;20;0,25;0,0;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,34373983282439163;0,028626937858822643;9,266765231652355e-05;0,556;0,4933511419240234;0,391;0,8863098243203605;0,18470193363284562;2,3445172638704895e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,4533333333333333;0,5266666666666666;0,0733333333333333;1000;20;0,25;0,0;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9209153175890041;0,05803651156376828;0,010782129795649503;0,78;0,5138031020730729;0,658;0,9041705194181642;0,21947989445542893;4,2607266141576914e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,33;0,54;0,21000000000000002;1000;20;0,25;0,05;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,6929937214346485;0,037692545144100156;0,00023891900864076007;0,688;0,5043956529268304;0,542;0,9041705194181643;0,21947989445542895;4,260726614157695e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,4066666666666667;0,54;0,13333333333333336;1000;20;0,25;0,05;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,5006837954279311;0,03467701375143468;6,812911832898489e-05;0,628;0,4997402469564346;0,459;0,9041705194181643;0,21947989445542923;4,2607266141577e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,44666666666666666;0,5233333333333333;0,07666666666666666;1000;20;0,25;0,05;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3528489388618555;0,029160517109665492;0,00011661161266400433;0,583;0,49424941346306905;0,406;0,9041705194181643;0,2194798944554287;4,260726614157701e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,49666666666666665;0,5466666666666666;0,04999999999999999;1000;20;0,25;0,05;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,9058664574517314;0,049092032996460436;0,007070576858964957;0,747;0,505910752391809;0,6;0,8936006215748759;0,12848853486688713;5,93863935564704e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,36666666666666664;0,5766666666666667;0,21000000000000002;1000;20;0,25;0,1;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,6816026953712935;0,03535115439990647;0,00017568933895377854;0,666;0,4976941163260429;0,476;0,8936006215748759;0,1284885348668871;5,938639355647044e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,4633333333333333;0,5533333333333333;0,09000000000000002;1000;20;0,25;0,1;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,49708406054631576;0,03157512275230062;3,0194763612734255e-05;0,594;0,49274533090095884;0,399;0,8936006215748761;0,12848853486688708;5,938639355647048e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,51;0,6033333333333334;0,09333333333333338;1000;20;0,25;0,1;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3504168958021773;0,025161886556814013;4,7991755994032744e-05;0,553;0,489247752946651;0,36;0,8936006215748759;0,12848853486688694;5,938639355647051e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,52;0,5766666666666667;0,05666666666666664;1000;20;0,25;0,1;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,907916513840063;0,05433018789859858;0,00248579257350431;0,731;0,5061121289668243;0,589;0,8440065297720729;0,11946596586434954;6,505632176344732e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,38;0,53;0,15000000000000002;1000;20;0,25;0,2;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,6879893506915891;0,03606039830929643;9,14423833334845e-05;0,635;0,49745724306603384;0,469;0,8440065297720729;0,11946596586434945;6,50563217634473e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,42333333333333334;0,5866666666666667;0,16333333333333333;1000;20;0,25;0,2;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,5184813047848575;0,030839585791090352;3,3195065569115014e-05;0,58;0,49389084767699953;0,408;0,8440065297720729;0,1194659658643496;6,50563217634473e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,45;0,5233333333333333;0,0733333333333333;1000;20;0,25;0,2;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3624864876233992;0,025359840297328545;4,461432516653525e-05;0,553;0,49042375903586793;0,362;0,8440065297720729;0,11946596586434988;6,50563217634473e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,5066666666666667;0,5666666666666667;0,05999999999999994;1000;20;0,25;0,2;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,847741884740434;0,042458812555406816;0,009202352531672715;0,723;0,5049917957213653;0,54;0,8863098243203603;0,1847019336328458;2,3445172638704916e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,42;0,5466666666666666;0,12666666666666665;1000;20;0,5;0,0;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,5309770596672913;0,028989114363241635;0,00021627902454010502;0,613;0,49818716733023594;0,436;0,8863098243203603;0,18470193363284548;2,344517263870481e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,46;0,5;0,03999999999999998;1000;20;0,5;0,0;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3787099793025559;0,02650927782980631;0,00014718892858827;0,605;0,49374313821771953;0,404;0,8863098243203602;0,18470193363284557;2,344517263870489e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,49666666666666665;0,57;0,0733333333333333;1000;20;0,5;0,0;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,2917561090112233;0,022297099747180745;0,000347625391822792;0,529;0,4916311205549907;0,365;0,8863098243203605;0,18470193363284523;2,3445172638705e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,48333333333333334;0,5266666666666666;0,04333333333333328;1000;20;0,5;0,0;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,8553617947094768;0,04388836452253916;0,007302115272596165;0,73;0,5089790246569603;0,592;0,9041705194181642;0,219479894455429;4,260726614157696e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,4033333333333333;0,5833333333333334;0,18000000000000005;1000;20;0,5;0,05;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,5469925204742329;0,02980535823376415;0,0002465944072798384;0,654;0,4989260696834508;0,48;0,9041705194181642;0,21947989445542893;4,260726614157703e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,4766666666666667;0,53;0,053333333333333344;1000;20;0,5;0,05;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,38397703298452796;0,025647999509099687;0,00012186133040482172;0,59;0,4947582011484269;0,418;0,9041705194181642;0,2194798944554289;4,260726614157708e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,4666666666666667;0,5166666666666667;0,050000000000000044;1000;20;0,5;0,05;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3013833621987932;0,022831150880442297;0,00043733656741561366;0,549;0,4924944870026194;0,392;0,9041705194181643;0,21947989445542895;4,260726614157683e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,52;0,5233333333333333;0,0033333333333332993;1000;20;0,5;0,05;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,8399246213838721;0,03701675094771018;0,004503078868413316;0,671;0,5008734647143438;0,518;0,8936006215748759;0,12848853486688716;5,938639355647038e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,42;0,56;0,14000000000000007;1000;20;0,5;0,1;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,5298827844641992;0,026619270207549735;0,0002435345839447952;0,596;0,49304137788843094;0,413;0,8936006215748761;0,12848853486688716;5,938639355647046e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,54;0,5766666666666667;0,036666666666666625;1000;20;0,5;0,1;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,38712343521506376;0,024329969755020577;7,605583063157638e-05;0,555;0,48934592954307876;0,373;0,8936006215748759;0,12848853486688697;5,938639355647054e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,5166666666666667;0,5933333333333334;0,07666666666666666;1000;20;0,5;0,1;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3056358201470745;0,019843510586369753;0,00022739622057925925;0,54;0,4874881702319948;0,347;0,8936006215748761;0,128488534866887;5,938639355647029e-10;0,627906976744186;0,49171207333697686;0,46511627906976744;0,5533333333333333;0,6033333333333334;0,050000000000000044;1000;20;0,5;0,1;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,8426807316913635;0,039384290429872765;0,0015796203695131092;0,688;0,501528969239615;0,533;0,8440065297720729;0,11946596586434945;6,505632176344729e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,43;0,5966666666666667;0,16666666666666669;1000;20;0,5;0,2;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,5477470353173066;0,026218658610831707;9,867838369944226e-05;0,599;0,4949887246258362;0,426;0,8440065297720729;0,11946596586434947;6,50563217634473e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,5066666666666667;0,57;0,06333333333333324;1000;20;0,5;0,2;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,4179087291666202;0,023463555910730217;0,00010047321304799647;0,574;0,4901582869880761;0,379;0,8440065297720729;0,11946596586434947;6,505632176344755e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,5233333333333333;0,5133333333333333;-0,010000000000000009;1000;20;0,5;0,2;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3168784396170482;0,019514108998639347;;0,543;0,4891077923924321;0,37;0,8440065297720727;0,11946596586434947;6,505632176344686e-09;0,4186046511627907;0,4842408915602449;0,2558139534883721;0,5066666666666667;0,5033333333333333;-0,0033333333333334103;1000;20;0,5;0,2;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,8031165073600479;0,03528657063774795;0,007986110501769055;0,695;0,503111474473822;0,508;0,8863098243203603;0,18470193363284557;2,344517263870488e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,43;0,49666666666666665;0,06666666666666665;1000;20;0,75;0,0;1;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,4679704936302126;0,024779310960734418;0,0003545172616067303;0,616;0,4963443252490138;0,435;0,8863098243203603;0,1847019336328455;2,344517263870487e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,4866666666666667;0,54;0,053333333333333344;1000;20;0,75;0,0;5;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,3427871914746411;0,02301862459819491;0,0003112144671020176;0,582;0,4932634492548182;0,409;0,8863098243203605;0,18470193363284548;2,3445172638704885e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,5066666666666667;0,5166666666666667;0,010000000000000009;1000;20;0,75;0,0;10;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,2804104401777344;0,02012122762487193;0,0008452200788078585;0,538;0,492017746351592;0,371;0,8863098243203605;0,1847019336328457;2,3445172638704926e-10;0,4883720930232558;0,49194801828126206;0,2558139534883721;0,48333333333333334;0,53;0,04666666666666669;1000;20;0,75;0,0;20;medium;medium;50
0;12,5;1;56;34,48275862068966;2;156;2,7586206896551726;1;9;0,8100543324135865;0,03663115810016365;0,0066482952188825235;0,707;0,5062147779344904;0,557;0,9041705194181642;0,21947989445542895;4,260726614157696e-09;0,5581395348837209;0,4884935736318918;0,37209302325581395;0,43666666666666665;0,5366666666666666;0,09999999999999998;1000;20;0,75;0,05;1;medium;medium;50
