Method,R_e,A@e,RA@e,Run,max info loss,n,f,n_clusters,algorithm,n_components,gini,p value
SPH,4,0.72,1.8194444444444444,1,0.35,1050,100,,,,,
SPH,5,0.7566666666666667,1.973568281938326,1,0.35,1050,100,,,,,
SPH,6,0.7666666666666667,2.026086956521739,1,0.35,1050,100,,,,,
SPH,7,0.7833333333333333,2.1319148936170214,1,0.35,1050,100,,,,,
SPH,8,0.7933333333333333,2.2058823529411766,1,0.35,1050,100,,,,,
SPH,9,0.8066666666666666,2.3181818181818183,1,0.35,1050,100,,,,,
SPH,10,0.8166666666666667,2.4122448979591837,1,0.35,1050,100,,,,,
SPH,1,0.36666666666666664,1.0,1,0.4,1050,100,,,,,
SPH,2,0.55,1.3333333333333333,1,0.4,1050,100,,,,,
SPH,3,0.6533333333333333,1.596938775510204,1,0.4,1050,100,,,,,
SPH,4,0.72,1.8194444444444444,1,0.4,1050,100,,,,,
SPH,5,0.7566666666666667,1.973568281938326,1,0.4,1050,100,,,,,
SPH,6,0.7666666666666667,2.026086956521739,1,0.4,1050,100,,,,,
SPH,7,0.7833333333333333,2.1319148936170214,1,0.4,1050,100,,,,,
SPH,8,0.7933333333333333,2.2058823529411766,1,0.4,1050,100,,,,,
SPH,9,0.8066666666666666,2.3181818181818183,1,0.4,1050,100,,,,,
SPH,10,0.8166666666666667,2.4122448979591837,1,0.4,1050,100,,,,,
RF,1,0.30666666666666664,1.0,1,,1050,100,,,,,
RF,2,0.4666666666666667,1.3428571428571427,1,,1050,100,,,,,
RF,3,0.57,1.6432748538011697,1,,1050,100,,,,,
RF,4,0.6366666666666667,1.8900523560209423,1,,1050,100,,,,,
RF,5,0.7033333333333334,2.184834123222749,1,,1050,100,,,,,
RF,6,0.7233333333333334,2.2903225806451615,1,,1050,100,,,,,
RF,7,0.75,2.457777777777778,1,,1050,100,,,,,
RF,8,0.7766666666666666,2.648068669527897,1,,1050,100,,,,,
RF,9,0.79,2.7552742616033754,1,,1050,100,,,,,
RF,10,0.8,2.845833333333333,1,,1050,100,,,,,
RF+B,1,0.29,1.0,1,,1050,100,,,,,
RF+B,2,0.44666666666666666,1.3507462686567164,1,,1050,100,,,,,
RF+B,3,0.53,1.610062893081761,1,,1050,100,,,,,
RF+B,4,0.61,1.9234972677595628,1,,1050,100,,,,,
RF+B,5,0.7166666666666667,2.3813953488372093,1,,1050,100,,,,,
RF+B,6,0.7333333333333333,2.463636363636364,1,,1050,100,,,,,
RF+B,7,0.76,2.6228070175438596,1,,1050,100,,,,,
RF+B,8,0.7833333333333333,2.782978723404255,1,,1050,100,,,,,
RF+B,9,0.8,2.9125,1,,1050,100,,,,,
RF+B,10,0.8166666666666667,3.057142857142857,1,,1050,100,,,,,
KMeans,1,0.31333333333333335,1.0,1,,1050,100,10.0,KMeans,,,
KMeans,2,0.47333333333333333,1.3380281690140845,1,,1050,100,10.0,KMeans,,,
KMeans,3,0.58,1.6436781609195403,1,,1050,100,10.0,KMeans,,,
KMeans,4,0.6466666666666666,1.8865979381443299,1,,1050,100,10.0,KMeans,,,
KMeans,5,0.6933333333333334,2.0961538461538463,1,,1050,100,10.0,KMeans,,,
KMeans,6,0.7233333333333334,2.2580645161290325,1,,1050,100,10.0,KMeans,,,
KMeans,7,0.76,2.486842105263158,1,,1050,100,10.0,KMeans,,,
KMeans,8,0.7766666666666666,2.6051502145922747,1,,1050,100,10.0,KMeans,,,
KMeans,9,0.7966666666666666,2.7656903765690375,1,,1050,100,10.0,KMeans,,,
KMeans,10,0.8066666666666666,2.855371900826446,1,,1050,100,10.0,KMeans,,,
KMeans,1,0.35,1.0,1,,1050,100,15.0,KMeans,,,
KMeans,2,0.5066666666666667,1.3092105263157894,1,,1050,100,15.0,KMeans,,,
KMeans,3,0.59,1.5480225988700564,1,,1050,100,15.0,KMeans,,,
KMeans,4,0.67,1.8407960199004976,1,,1050,100,15.0,KMeans,,,
KMeans,5,0.7033333333333334,1.990521327014218,1,,1050,100,15.0,KMeans,,,
KMeans,6,0.7233333333333334,2.1013824884792625,1,,1050,100,15.0,KMeans,,,
KMeans,7,0.76,2.337719298245614,1,,1050,100,15.0,KMeans,,,
KMeans,8,0.7833333333333333,2.5063829787234044,1,,1050,100,15.0,KMeans,,,
KMeans,9,0.81,2.720164609053498,1,,1050,100,15.0,KMeans,,,
KMeans,10,0.82,2.8089430894308944,1,,1050,100,15.0,KMeans,,,
KMeans,1,0.37666666666666665,1.0,1,,1050,100,20.0,KMeans,,,
KMeans,2,0.53,1.2893081761006289,1,,1050,100,20.0,KMeans,,,
KMeans,3,0.6333333333333333,1.568421052631579,1,,1050,100,20.0,KMeans,,,
KMeans,4,0.6833333333333333,1.7463414634146341,1,,1050,100,20.0,KMeans,,,
KMeans,5,0.72,1.912037037037037,1,,1050,100,20.0,KMeans,,,
KMeans,6,0.7533333333333333,2.0929203539823007,1,,1050,100,20.0,KMeans,,,
KMeans,7,0.78,2.2606837606837606,1,,1050,100,20.0,KMeans,,,
KMeans,8,0.7933333333333333,2.357142857142857,1,,1050,100,20.0,KMeans,,,
KMeans,9,0.82,2.573170731707317,1,,1050,100,20.0,KMeans,,,
KMeans,10,0.8333333333333334,2.692,1,,1050,100,20.0,KMeans,,,
KMeans,1,0.3333333333333333,1.0,1,,1050,100,25.0,KMeans,,,
KMeans,2,0.5,1.3333333333333333,1,,1050,100,25.0,KMeans,,,
KMeans,3,0.6133333333333333,1.641304347826087,1,,1050,100,25.0,KMeans,,,
KMeans,4,0.6866666666666666,1.8932038834951457,1,,1050,100,25.0,KMeans,,,
KMeans,5,0.76,2.192982456140351,1,,1050,100,25.0,KMeans,,,
KMeans,6,0.77,2.242424242424242,1,,1050,100,25.0,KMeans,,,
KMeans,7,0.8033333333333333,2.4398340248962658,1,,1050,100,25.0,KMeans,,,
KMeans,8,0.82,2.5528455284552845,1,,1050,100,25.0,KMeans,,,
KMeans,9,0.8566666666666667,2.8287937743190663,1,,1050,100,25.0,KMeans,,,
KMeans,10,0.87,2.9386973180076628,1,,1050,100,25.0,KMeans,,,
KMeans,1,0.3433333333333333,1.0,1,,1050,100,26.0,KMeans,,,
KMeans,2,0.49333333333333335,1.304054054054054,1,,1050,100,26.0,KMeans,,,
KMeans,3,0.6,1.6055555555555556,1,,1050,100,26.0,KMeans,,,
KMeans,4,0.6833333333333333,1.897560975609756,1,,1050,100,26.0,KMeans,,,
KMeans,5,0.73,2.095890410958904,1,,1050,100,26.0,KMeans,,,
KMeans,6,0.77,2.2987012987012987,1,,1050,100,26.0,KMeans,,,
KMeans,7,0.7966666666666666,2.4560669456066946,1,,1050,100,26.0,KMeans,,,
KMeans,8,0.8266666666666667,2.657258064516129,1,,1050,100,26.0,KMeans,,,
KMeans,9,0.8566666666666667,2.8793774319066148,1,,1050,100,26.0,KMeans,,,
KMeans,10,0.8733333333333333,3.015267175572519,1,,1050,100,26.0,KMeans,,,
KMeans,1,0.33666666666666667,1.0,1,,1050,100,30.0,KMeans,,,
KMeans,2,0.5,1.3266666666666667,1,,1050,100,30.0,KMeans,,,
KMeans,3,0.6133333333333333,1.6358695652173914,1,,1050,100,30.0,KMeans,,,
KMeans,4,0.6933333333333334,1.9086538461538463,1,,1050,100,30.0,KMeans,,,
KMeans,5,0.74,2.1036036036036037,1,,1050,100,30.0,KMeans,,,
KMeans,6,0.7733333333333333,2.271551724137931,1,,1050,100,30.0,KMeans,,,
KMeans,7,0.7933333333333333,2.3907563025210083,1,,1050,100,30.0,KMeans,,,
KMeans,8,0.8233333333333334,2.5951417004048585,1,,1050,100,30.0,KMeans,,,
KMeans,9,0.8366666666666667,2.697211155378486,1,,1050,100,30.0,KMeans,,,
KMeans,10,0.8566666666666667,2.867704280155642,1,,1050,100,30.0,KMeans,,,
KMeans,1,0.33666666666666667,1.0,1,,1050,100,35.0,KMeans,,,
KMeans,2,0.49666666666666665,1.3221476510067114,1,,1050,100,35.0,KMeans,,,
KMeans,3,0.6066666666666667,1.6263736263736264,1,,1050,100,35.0,KMeans,,,
KMeans,4,0.66,1.8181818181818181,1,,1050,100,35.0,KMeans,,,
KMeans,5,0.7233333333333334,2.096774193548387,1,,1050,100,35.0,KMeans,,,
KMeans,6,0.7666666666666667,2.3173913043478263,1,,1050,100,35.0,KMeans,,,
KMeans,7,0.7766666666666666,2.3776824034334765,1,,1050,100,35.0,KMeans,,,
KMeans,8,0.8133333333333334,2.6311475409836067,1,,1050,100,35.0,KMeans,,,
KMeans,9,0.8233333333333334,2.708502024291498,1,,1050,100,35.0,KMeans,,,
KMeans,10,0.8433333333333334,2.8814229249011856,1,,1050,100,35.0,KMeans,,,
KMeans,1,0.36,1.0,1,,1050,100,40.0,KMeans,,,
KMeans,2,0.54,1.3333333333333333,1,,1050,100,40.0,KMeans,,,
KMeans,3,0.6366666666666667,1.5863874345549738,1,,1050,100,40.0,KMeans,,,
KMeans,4,0.7066666666666667,1.8254716981132075,1,,1050,100,40.0,KMeans,,,
KMeans,5,0.76,2.0482456140350878,1,,1050,100,40.0,KMeans,,,
KMeans,6,0.79,2.19831223628692,1,,1050,100,40.0,KMeans,,,
KMeans,7,0.8166666666666667,2.3551020408163263,1,,1050,100,40.0,KMeans,,,
KMeans,8,0.8366666666666667,2.49003984063745,1,,1050,100,40.0,KMeans,,,
KMeans,9,0.86,2.6666666666666665,1,,1050,100,40.0,KMeans,,,
KMeans,10,0.8766666666666667,2.806083650190114,1,,1050,100,40.0,KMeans,,,
KMeans,1,0.31,1.0,1,,1050,100,45.0,KMeans,,,
KMeans,2,0.48,1.3541666666666667,1,,1050,100,45.0,KMeans,,,
KMeans,3,0.59,1.6610169491525424,1,,1050,100,45.0,KMeans,,,
KMeans,4,0.6466666666666666,1.865979381443299,1,,1050,100,45.0,KMeans,,,
KMeans,5,0.6966666666666667,2.090909090909091,1,,1050,100,45.0,KMeans,,,
KMeans,6,0.7366666666666667,2.3031674208144794,1,,1050,100,45.0,KMeans,,,
KMeans,7,0.7666666666666667,2.4869565217391303,1,,1050,100,45.0,KMeans,,,
KMeans,8,0.8133333333333334,2.80327868852459,1,,1050,100,45.0,KMeans,,,
KMeans,9,0.83,2.927710843373494,1,,1050,100,45.0,KMeans,,,
KMeans,10,0.8666666666666667,3.226923076923077,1,,1050,100,45.0,KMeans,,,
KMeans,1,0.32,1.0,1,,1050,100,50.0,KMeans,,,
KMeans,2,0.5,1.36,1,,1050,100,50.0,KMeans,,,
KMeans,3,0.6033333333333334,1.6408839779005524,1,,1050,100,50.0,KMeans,,,
KMeans,4,0.69,1.9371980676328502,1,,1050,100,50.0,KMeans,,,
KMeans,5,0.73,2.105022831050228,1,,1050,100,50.0,KMeans,,,
KMeans,6,0.7633333333333333,2.2751091703056767,1,,1050,100,50.0,KMeans,,,
KMeans,7,0.7933333333333333,2.453781512605042,1,,1050,100,50.0,KMeans,,,
KMeans,8,0.82,2.6341463414634148,1,,1050,100,50.0,KMeans,,,
KMeans,9,0.8466666666666667,2.8346456692913384,1,,1050,100,50.0,KMeans,,,
KMeans,10,0.87,3.0268199233716473,1,,1050,100,50.0,KMeans,,,
GMM,1,0.25,1.0,1,,1050,100,,GMM,10.0,,
GMM,2,0.4,1.375,1,,1050,100,,GMM,10.0,,
GMM,3,0.45666666666666667,1.5766423357664234,1,,1050,100,,GMM,10.0,,
GMM,4,0.52,1.8717948717948718,1,,1050,100,,GMM,10.0,,
GMM,5,0.55,2.0424242424242425,1,,1050,100,,GMM,10.0,,
GMM,6,0.5666666666666667,2.1588235294117646,1,,1050,100,,GMM,10.0,,
GMM,7,0.5866666666666667,2.3238636363636362,1,,1050,100,,GMM,10.0,,
GMM,8,0.6133333333333333,2.5706521739130435,1,,1050,100,,GMM,10.0,,
GMM,9,0.6233333333333333,2.6737967914438503,1,,1050,100,,GMM,10.0,,
GMM,10,0.64,2.8645833333333335,1,,1050,100,,GMM,10.0,,
GMM,1,0.25666666666666665,1.0,1,,1050,100,,GMM,15.0,,
GMM,2,0.41,1.3739837398373984,1,,1050,100,,GMM,15.0,,
GMM,3,0.4866666666666667,1.63013698630137,1,,1050,100,,GMM,15.0,,
GMM,4,0.55,1.903030303030303,1,,1050,100,,GMM,15.0,,
GMM,5,0.6,2.161111111111111,1,,1050,100,,GMM,15.0,,
GMM,6,0.6266666666666667,2.324468085106383,1,,1050,100,,GMM,15.0,,
GMM,7,0.6366666666666667,2.397905759162304,1,,1050,100,,GMM,15.0,,
GMM,8,0.6666666666666666,2.65,1,,1050,100,,GMM,15.0,,
GMM,9,0.69,2.864734299516908,1,,1050,100,,GMM,15.0,,
GMM,10,0.6966666666666667,2.9330143540669855,1,,1050,100,,GMM,15.0,,
GMM,1,0.24,1.0,1,,1050,100,,GMM,20.0,,
GMM,2,0.3566666666666667,1.3271028037383177,1,,1050,100,,GMM,20.0,,
GMM,3,0.44333333333333336,1.6541353383458646,1,,1050,100,,GMM,20.0,,
GMM,4,0.5033333333333333,1.9337748344370862,1,,1050,100,,GMM,20.0,,
GMM,5,0.5566666666666666,2.2275449101796405,1,,1050,100,,GMM,20.0,,
GMM,6,0.59,2.440677966101695,1,,1050,100,,GMM,20.0,,
GMM,7,0.6066666666666667,2.565934065934066,1,,1050,100,,GMM,20.0,,
GMM,8,0.6233333333333333,2.7112299465240643,1,,1050,100,,GMM,20.0,,
GMM,9,0.6533333333333333,3.0,1,,1050,100,,GMM,20.0,,
GMM,10,0.6766666666666666,3.2413793103448274,1,,1050,100,,GMM,20.0,,
GMM,1,0.24,1.0,1,,1050,100,,GMM,25.0,,
GMM,2,0.3566666666666667,1.3271028037383177,1,,1050,100,,GMM,25.0,,
GMM,3,0.43666666666666665,1.633587786259542,1,,1050,100,,GMM,25.0,,
GMM,4,0.4766666666666667,1.832167832167832,1,,1050,100,,GMM,25.0,,
GMM,5,0.5266666666666666,2.132911392405063,1,,1050,100,,GMM,25.0,,
GMM,6,0.5566666666666666,2.341317365269461,1,,1050,100,,GMM,25.0,,
GMM,7,0.5866666666666667,2.5795454545454546,1,,1050,100,,GMM,25.0,,
GMM,8,0.6066666666666667,2.758241758241758,1,,1050,100,,GMM,25.0,,
GMM,9,0.6066666666666667,2.758241758241758,1,,1050,100,,GMM,25.0,,
GMM,10,0.6366666666666667,3.099476439790576,1,,1050,100,,GMM,25.0,,
GMM,1,0.23,1.0,1,,1050,100,,GMM,26.0,,
GMM,2,0.3433333333333333,1.3300970873786409,1,,1050,100,,GMM,26.0,,
GMM,3,0.44,1.696969696969697,1,,1050,100,,GMM,26.0,,
GMM,4,0.49,1.9319727891156462,1,,1050,100,,GMM,26.0,,
GMM,5,0.5333333333333333,2.18125,1,,1050,100,,GMM,26.0,,
GMM,6,0.5733333333333334,2.447674418604651,1,,1050,100,,GMM,26.0,,
GMM,7,0.5966666666666667,2.625698324022346,1,,1050,100,,GMM,26.0,,
GMM,8,0.62,2.827956989247312,1,,1050,100,,GMM,26.0,,
GMM,9,0.6533333333333333,3.142857142857143,1,,1050,100,,GMM,26.0,,
GMM,10,0.6766666666666666,3.3793103448275863,1,,1050,100,,GMM,26.0,,
GMM,1,0.23666666666666666,1.0,1,,1050,100,,GMM,30.0,,
GMM,2,0.32666666666666666,1.2755102040816326,1,,1050,100,,GMM,30.0,,
GMM,3,0.43,1.689922480620155,1,,1050,100,,GMM,30.0,,
GMM,4,0.5166666666666667,2.07741935483871,1,,1050,100,,GMM,30.0,,
GMM,5,0.5633333333333334,2.3195266272189348,1,,1050,100,,GMM,30.0,,
GMM,6,0.6,2.5444444444444443,1,,1050,100,,GMM,30.0,,
GMM,7,0.6166666666666667,2.6648648648648647,1,,1050,100,,GMM,30.0,,
GMM,8,0.6466666666666666,2.9123711340206184,1,,1050,100,,GMM,30.0,,
GMM,9,0.6666666666666666,3.095,1,,1050,100,,GMM,30.0,,
GMM,10,0.6766666666666666,3.1970443349753697,1,,1050,100,,GMM,30.0,,
GMM,1,0.22333333333333333,1.0,1,,1050,100,,GMM,35.0,,
GMM,2,0.3433333333333333,1.3495145631067962,1,,1050,100,,GMM,35.0,,
GMM,3,0.43,1.682170542635659,1,,1050,100,,GMM,35.0,,
GMM,4,0.49666666666666665,1.9932885906040267,1,,1050,100,,GMM,35.0,,
GMM,5,0.5466666666666666,2.268292682926829,1,,1050,100,,GMM,35.0,,
GMM,6,0.5533333333333333,2.3132530120481927,1,,1050,100,,GMM,35.0,,
GMM,7,0.5766666666666667,2.5028901734104045,1,,1050,100,,GMM,35.0,,
GMM,8,0.6033333333333334,2.74585635359116,1,,1050,100,,GMM,35.0,,
GMM,9,0.6333333333333333,3.042105263157895,1,,1050,100,,GMM,35.0,,
GMM,10,0.6433333333333333,3.150259067357513,1,,1050,100,,GMM,35.0,,
GMM,1,0.27666666666666667,1.0,1,,1050,100,,GMM,40.0,,
GMM,2,0.36333333333333334,1.238532110091743,1,,1050,100,,GMM,40.0,,
GMM,3,0.45,1.5777777777777777,1,,1050,100,,GMM,40.0,,
GMM,4,0.5366666666666666,1.968944099378882,1,,1050,100,,GMM,40.0,,
GMM,5,0.57,2.146198830409357,1,,1050,100,,GMM,40.0,,
GMM,6,0.5833333333333334,2.2342857142857144,1,,1050,100,,GMM,40.0,,
GMM,7,0.6,2.3666666666666667,1,,1050,100,,GMM,40.0,,
GMM,8,0.6166666666666667,2.518918918918919,1,,1050,100,,GMM,40.0,,
GMM,9,0.6466666666666666,2.8195876288659796,1,,1050,100,,GMM,40.0,,
GMM,10,0.66,2.9646464646464645,1,,1050,100,,GMM,40.0,,
GMM,1,0.23,1.0,1,,1050,100,,GMM,45.0,,
GMM,2,0.3466666666666667,1.3365384615384615,1,,1050,100,,GMM,45.0,,
GMM,3,0.44333333333333336,1.699248120300752,1,,1050,100,,GMM,45.0,,
GMM,4,0.4866666666666667,1.904109589041096,1,,1050,100,,GMM,45.0,,
GMM,5,0.5366666666666666,2.1925465838509317,1,,1050,100,,GMM,45.0,,
GMM,6,0.56,2.3511904761904763,1,,1050,100,,GMM,45.0,,
GMM,7,0.5766666666666667,2.485549132947977,1,,1050,100,,GMM,45.0,,
GMM,8,0.5866666666666667,2.5795454545454546,1,,1050,100,,GMM,45.0,,
GMM,9,0.6033333333333334,2.7569060773480665,1,,1050,100,,GMM,45.0,,
GMM,10,0.62,2.9516129032258065,1,,1050,100,,GMM,45.0,,
GMM,1,0.22333333333333333,1.0,1,,1050,100,,GMM,50.0,,
GMM,2,0.3566666666666667,1.3738317757009346,1,,1050,100,,GMM,50.0,,
GMM,3,0.44333333333333336,1.6917293233082706,1,,1050,100,,GMM,50.0,,
GMM,4,0.47333333333333333,1.8380281690140845,1,,1050,100,,GMM,50.0,,
GMM,5,0.53,2.1761006289308176,1,,1050,100,,GMM,50.0,,
GMM,6,0.5566666666666666,2.3592814371257487,1,,1050,100,,GMM,50.0,,
GMM,7,0.5733333333333334,2.494186046511628,1,,1050,100,,GMM,50.0,,
GMM,8,0.5733333333333334,2.494186046511628,1,,1050,100,,GMM,50.0,,
GMM,9,0.6066666666666667,2.8516483516483517,1,,1050,100,,GMM,50.0,,
GMM,10,0.6133333333333333,2.9293478260869565,1,,1050,100,,GMM,50.0,,
Birch,1,0.34,1.0,1,,1050,100,10.0,Birch,,,
Birch,2,0.49333333333333335,1.3108108108108107,1,,1050,100,10.0,Birch,,,
Birch,3,0.5933333333333334,1.595505617977528,1,,1050,100,10.0,Birch,,,
Birch,4,0.6433333333333333,1.782383419689119,1,,1050,100,10.0,Birch,,,
Birch,5,0.6933333333333334,2.014423076923077,1,,1050,100,10.0,Birch,,,
Birch,6,0.7166666666666667,2.144186046511628,1,,1050,100,10.0,Birch,,,
Birch,7,0.73,2.232876712328767,1,,1050,100,10.0,Birch,,,
Birch,8,0.7466666666666667,2.361607142857143,1,,1050,100,10.0,Birch,,,
Birch,9,0.77,2.5627705627705626,1,,1050,100,10.0,Birch,,,
Birch,10,0.7833333333333333,2.6893617021276595,1,,1050,100,10.0,Birch,,,
Birch,1,0.3466666666666667,1.0,1,,1050,100,15.0,Birch,,,
Birch,2,0.5033333333333333,1.3112582781456954,1,,1050,100,15.0,Birch,,,
Birch,3,0.5966666666666667,1.5754189944134078,1,,1050,100,15.0,Birch,,,
Birch,4,0.65,1.7743589743589743,1,,1050,100,15.0,Birch,,,
Birch,5,0.6933333333333334,1.9759615384615385,1,,1050,100,15.0,Birch,,,
Birch,6,0.7266666666666667,2.1605504587155964,1,,1050,100,15.0,Birch,,,
Birch,7,0.7433333333333333,2.2690582959641254,1,,1050,100,15.0,Birch,,,
Birch,8,0.7633333333333333,2.4192139737991267,1,,1050,100,15.0,Birch,,,
Birch,9,0.7833333333333333,2.5872340425531917,1,,1050,100,15.0,Birch,,,
Birch,10,0.8,2.7416666666666667,1,,1050,100,15.0,Birch,,,
Birch,1,0.3566666666666667,1.0,1,,1050,100,20.0,Birch,,,
Birch,2,0.5333333333333333,1.33125,1,,1050,100,20.0,Birch,,,
Birch,3,0.6233333333333333,1.572192513368984,1,,1050,100,20.0,Birch,,,
Birch,4,0.6866666666666666,1.796116504854369,1,,1050,100,20.0,Birch,,,
Birch,5,0.7266666666666667,1.9724770642201834,1,,1050,100,20.0,Birch,,,
Birch,6,0.76,2.1491228070175437,1,,1050,100,20.0,Birch,,,
Birch,7,0.7766666666666666,2.2532188841201717,1,,1050,100,20.0,Birch,,,
Birch,8,0.81,2.4897119341563787,1,,1050,100,20.0,Birch,,,
Birch,9,0.83,2.646586345381526,1,,1050,100,20.0,Birch,,,
Birch,10,0.84,2.734126984126984,1,,1050,100,20.0,Birch,,,
Birch,1,0.35333333333333333,1.0,1,,1050,100,25.0,Birch,,,
Birch,2,0.5266666666666666,1.3291139240506329,1,,1050,100,25.0,Birch,,,
Birch,3,0.6233333333333333,1.588235294117647,1,,1050,100,25.0,Birch,,,
Birch,4,0.6733333333333333,1.7673267326732673,1,,1050,100,25.0,Birch,,,
Birch,5,0.7166666666666667,1.9627906976744185,1,,1050,100,25.0,Birch,,,
Birch,6,0.7466666666666667,2.125,1,,1050,100,25.0,Birch,,,
Birch,7,0.77,2.272727272727273,1,,1050,100,25.0,Birch,,,
Birch,8,0.81,2.5555555555555554,1,,1050,100,25.0,Birch,,,
Birch,9,0.8366666666666667,2.760956175298805,1,,1050,100,25.0,Birch,,,
Birch,10,0.86,2.9573643410852712,1,,1050,100,25.0,Birch,,,
Birch,1,0.35333333333333333,1.0,1,,1050,100,26.0,Birch,,,
Birch,2,0.5233333333333333,1.3248407643312101,1,,1050,100,26.0,Birch,,,
Birch,3,0.6166666666666667,1.5783783783783785,1,,1050,100,26.0,Birch,,,
Birch,4,0.67,1.771144278606965,1,,1050,100,26.0,Birch,,,
Birch,5,0.7166666666666667,1.9813953488372094,1,,1050,100,26.0,Birch,,,
Birch,6,0.7466666666666667,2.142857142857143,1,,1050,100,26.0,Birch,,,
Birch,7,0.7766666666666666,2.3304721030042916,1,,1050,100,26.0,Birch,,,
Birch,8,0.8133333333333334,2.5860655737704916,1,,1050,100,26.0,Birch,,,
Birch,9,0.8366666666666667,2.764940239043825,1,,1050,100,26.0,Birch,,,
Birch,10,0.8566666666666667,2.933852140077821,1,,1050,100,26.0,Birch,,,
Birch,1,0.33666666666666667,1.0,1,,1050,100,30.0,Birch,,,
Birch,2,0.5033333333333333,1.3311258278145695,1,,1050,100,30.0,Birch,,,
Birch,3,0.6066666666666667,1.6153846153846154,1,,1050,100,30.0,Birch,,,
Birch,4,0.6666666666666666,1.83,1,,1050,100,30.0,Birch,,,
Birch,5,0.7233333333333334,2.078341013824885,1,,1050,100,30.0,Birch,,,
Birch,6,0.7633333333333333,2.2838427947598254,1,,1050,100,30.0,Birch,,,
Birch,7,0.79,2.4430379746835444,1,,1050,100,30.0,Birch,,,
Birch,8,0.82,2.6463414634146343,1,,1050,100,30.0,Birch,,,
Birch,9,0.8366666666666667,2.7729083665338647,1,,1050,100,30.0,Birch,,,
Birch,10,0.8666666666666667,3.023076923076923,1,,1050,100,30.0,Birch,,,
Birch,1,0.33666666666666667,1.0,1,,1050,100,35.0,Birch,,,
Birch,2,0.5166666666666667,1.3483870967741935,1,,1050,100,35.0,Birch,,,
Birch,3,0.62,1.6236559139784945,1,,1050,100,35.0,Birch,,,
Birch,4,0.6766666666666666,1.8226600985221675,1,,1050,100,35.0,Birch,,,
Birch,5,0.7366666666666667,2.081447963800905,1,,1050,100,35.0,Birch,,,
Birch,6,0.7766666666666666,2.2832618025751072,1,,1050,100,35.0,Birch,,,
Birch,7,0.7966666666666666,2.401673640167364,1,,1050,100,35.0,Birch,,,
Birch,8,0.82,2.5609756097560976,1,,1050,100,35.0,Birch,,,
Birch,9,0.8366666666666667,2.689243027888446,1,,1050,100,35.0,Birch,,,
Birch,10,0.86,2.887596899224806,1,,1050,100,35.0,Birch,,,
Birch,1,0.33666666666666667,1.0,1,,1050,100,40.0,Birch,,,
Birch,2,0.51,1.3398692810457515,1,,1050,100,40.0,Birch,,,
Birch,3,0.6,1.5888888888888888,1,,1050,100,40.0,Birch,,,
Birch,4,0.6633333333333333,1.8190954773869348,1,,1050,100,40.0,Birch,,,
Birch,5,0.7233333333333334,2.0829493087557602,1,,1050,100,40.0,Birch,,,
Birch,6,0.7766666666666666,2.351931330472103,1,,1050,100,40.0,Birch,,,
Birch,7,0.7933333333333333,2.4495798319327733,1,,1050,100,40.0,Birch,,,
Birch,8,0.8133333333333334,2.5860655737704916,1,,1050,100,40.0,Birch,,,
Birch,9,0.8333333333333334,2.74,1,,1050,100,40.0,Birch,,,
Birch,10,0.85,2.8823529411764706,1,,1050,100,40.0,Birch,,,
Birch,1,0.33666666666666667,1.0,1,,1050,100,45.0,Birch,,,
Birch,2,0.5,1.3266666666666667,1,,1050,100,45.0,Birch,,,
Birch,3,0.57,1.5321637426900585,1,,1050,100,45.0,Birch,,,
Birch,4,0.6433333333333333,1.8134715025906736,1,,1050,100,45.0,Birch,,,
Birch,5,0.7066666666666667,2.099056603773585,1,,1050,100,45.0,Birch,,,
Birch,6,0.7666666666666667,2.4043478260869566,1,,1050,100,45.0,Birch,,,
Birch,7,0.7833333333333333,2.502127659574468,1,,1050,100,45.0,Birch,,,
Birch,8,0.8,2.6166666666666667,1,,1050,100,45.0,Birch,,,
Birch,9,0.82,2.772357723577236,1,,1050,100,45.0,Birch,,,
Birch,10,0.8366666666666667,2.9163346613545817,1,,1050,100,45.0,Birch,,,
Birch,1,0.33666666666666667,1.0,1,,1050,100,50.0,Birch,,,
Birch,2,0.51,1.3398692810457515,1,,1050,100,50.0,Birch,,,
Birch,3,0.57,1.5146198830409356,1,,1050,100,50.0,Birch,,,
Birch,4,0.6433333333333333,1.7979274611398963,1,,1050,100,50.0,Birch,,,
Birch,5,0.7066666666666667,2.0849056603773586,1,,1050,100,50.0,Birch,,,
Birch,6,0.77,2.406926406926407,1,,1050,100,50.0,Birch,,,
Birch,7,0.7866666666666666,2.5042372881355934,1,,1050,100,50.0,Birch,,,
Birch,8,0.8033333333333333,2.6182572614107884,1,,1050,100,50.0,Birch,,,
Birch,9,0.82,2.747967479674797,1,,1050,100,50.0,Birch,,,
Birch,10,0.8366666666666667,2.8924302788844622,1,,1050,100,50.0,Birch,,,
SPH+CPI,1,0.3,1.0,1,0.1,1050,100,,,,0.2,0.7
SPH+CPI,2,0.42333333333333334,1.2913385826771653,1,0.1,1050,100,,,,0.2,0.7
SPH+CPI,3,0.5633333333333334,1.7159763313609468,1,0.1,1050,100,,,,0.2,0.7
SPH+CPI,4,0.6366666666666667,1.9790575916230366,1,0.1,1050,100,,,,0.2,0.7
SPH+CPI,5,0.69,2.21256038647343,1,0.1,1050,100,,,,0.2,0.7
SPH+CPI,6,0.7133333333333334,2.336448598130841,1,0.1,1050,100,,,,0.2,0.7
