#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,CHI,SIL,DBI,max info loss,Method,Run,n,f,n_clusters,algorithm,n_components,gini,p value
80.225,0.139690710294736,100.0,18.275,0.20771877567814126,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.3,0.75
80.225,0.139638442338206,100.0,18.275,0.20540191335843247,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.3,0.8
80.225,0.13951422428127985,100.0,18.275,0.19658632627163103,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.3,0.85
80.225,0.13675900916559877,100.0,18.275,0.2046469375366934,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.3,0.9
80.225,0.1397143497959789,100.0,18.275,0.211848092723463,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.35,0.7
80.225,0.139690710294736,100.0,18.275,0.20771877567814126,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.35,0.75
80.225,0.139638442338206,100.0,18.275,0.20540191335843247,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.35,0.8
80.225,0.13951422428127985,100.0,18.275,0.19658632627163103,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.35,0.85
80.225,0.13675900916559877,100.0,18.275,0.2046469375366934,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.35,0.9
80.225,0.1397143497959789,100.0,18.275,0.211848092723463,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.4,0.7
80.225,0.139690710294736,100.0,18.275,0.20771877567814126,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.4,0.75
80.225,0.139638442338206,100.0,18.275,0.20540191335843247,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.4,0.8
80.225,0.13951422428127985,100.0,18.275,0.19658632627163103,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.4,0.85
80.225,0.13675900916559877,100.0,18.275,0.2046469375366934,36,11,0.0,0.0,0.0,0.35,SPH+CPI,1,500,100,,,,0.4,0.9
38.22727272727273,0.10072799781174667,100.0,9.727272727272727,0.1385219180777488,23,15,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.2,0.7
38.22727272727273,0.10065020146589684,100.0,9.727272727272727,0.13254960168262186,23,15,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.2,0.75
38.22727272727273,0.10063954379373706,100.0,9.727272727272727,0.1301086602710922,23,15,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.2,0.8
38.22727272727273,0.10058586255711549,100.0,9.727272727272727,0.12643037710667357,23,15,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.2,0.85
38.22727272727273,0.09938429418877165,100.0,9.727272727272727,0.12876736904251132,23,15,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.2,0.9
40.04761904761905,0.10305999997511786,100.0,10.19047619047619,0.15154299203005278,23,13,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.25,0.7
40.04761904761905,0.10297849904137041,100.0,10.19047619047619,0.1452862796161103,23,13,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.25,0.75
40.04761904761905,0.10296733386101253,100.0,10.19047619047619,0.1427291028992697,23,13,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.25,0.8
40.04761904761905,0.10291109637502804,100.0,10.19047619047619,0.13887566339368826,23,13,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.25,0.85
40.04761904761905,0.10165231046533448,100.0,10.19047619047619,0.141323940659804,23,13,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.25,0.9
43.12820512820513,0.10699044629785238,100.0,10.974358974358974,0.17569539707221438,23,10,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.3,0.7
43.12820512820513,0.10690267606150901,100.0,10.974358974358974,0.16895739908796858,23,10,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.3,0.75
43.12820512820513,0.10690267606150901,100.0,10.974358974358974,0.16895739908796858,23,10,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.3,0.8
43.12820512820513,0.10684211261506416,100.0,10.974358974358974,0.16480754115888088,23,10,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.3,0.85
43.12820512820513,0.10548649702000953,100.0,10.974358974358974,0.16744414744546707,23,10,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.3,0.9
49.470588235294116,0.10736648547142241,100.0,12.588235294117647,0.2084790537425547,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.35,0.7
49.470588235294116,0.10734330948981179,100.0,12.588235294117647,0.20443070369812164,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.35,0.75
49.470588235294116,0.10734330948981179,100.0,12.588235294117647,0.20443070369812164,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.35,0.8
49.470588235294116,0.10727383965418387,100.0,12.588235294117647,0.19967057254416806,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.35,0.85
49.470588235294116,0.10571886882456238,100.0,12.588235294117647,0.20269491504936984,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.35,0.9
49.470588235294116,0.10736648547142241,100.0,12.588235294117647,0.2084790537425547,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.4,0.7
49.470588235294116,0.10734330948981179,100.0,12.588235294117647,0.20443070369812164,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.4,0.75
49.470588235294116,0.10734330948981179,100.0,12.588235294117647,0.20443070369812164,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.4,0.8
49.470588235294116,0.10727383965418387,100.0,12.588235294117647,0.19967057254416806,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.4,0.85
49.470588235294116,0.10571886882456238,100.0,12.588235294117647,0.20269491504936984,23,5,0.0,0.0,0.0,0.4,SPH+CPI,1,500,100,,,,0.4,0.9
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.2,0.7
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.2,0.75
178.5,0.23962566844919775,100.0,38.0,0.2755982158259201,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.2,0.8
178.5,0.23946986570586315,100.0,38.0,0.2686656939522971,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.2,0.85
178.5,0.2395057720057722,100.0,38.0,0.2584192768016296,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.2,0.9
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.25,0.7
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.25,0.75
178.5,0.23962566844919775,100.0,38.0,0.2755982158259201,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.25,0.8
178.5,0.23946986570586315,100.0,38.0,0.2686656939522971,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.25,0.85
178.5,0.2395057720057722,100.0,38.0,0.2584192768016296,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.25,0.9
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.3,0.7
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.3,0.75
178.5,0.23962566844919775,100.0,38.0,0.2755982158259201,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.3,0.8
178.5,0.23946986570586315,100.0,38.0,0.2686656939522971,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.3,0.85
178.5,0.2395057720057722,100.0,38.0,0.2584192768016296,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.3,0.9
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.35,0.7
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.35,0.75
178.5,0.23962566844919775,100.0,38.0,0.2755982158259201,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.35,0.8
178.5,0.23946986570586315,100.0,38.0,0.2686656939522971,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.35,0.85
178.5,0.2395057720057722,100.0,38.0,0.2584192768016296,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.35,0.9
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.4,0.7
178.5,0.2396863057324839,100.0,38.0,0.27618728349536253,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.4,0.75
178.5,0.23962566844919775,100.0,38.0,0.2755982158259201,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.4,0.8
178.5,0.23946986570586315,100.0,38.0,0.2686656939522971,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.4,0.85
178.5,0.2395057720057722,100.0,38.0,0.2584192768016296,0,29,0.0,0.0,0.0,,CPI,1,500,100,,,,0.4,0.9
291.6551724137931,0.13587667068316384,100.0,39.06896551724138,0.40702239755855435,36,0,0.0,0.0,0.0,0.1,SPH,1,1050,100,,,,,
174.06896551724137,0.10379589573911839,100.0,27.551724137931036,0.3690965464495337,22,0,0.0,0.0,0.0,0.15,SPH,1,1050,100,,,,,
115.06896551724138,0.08420402488375872,100.0,18.82758620689655,0.32626629302398946,14,0,0.0,0.0,0.0,0.2,SPH,1,1050,100,,,,,
105.55172413793103,0.07739050284135196,100.0,16.896551724137932,0.31801087172940323,11,0,0.0,0.0,0.0,0.25,SPH,1,1050,100,,,,,
76.58620689655173,0.07003082399380214,100.0,13.068965517241379,0.28988665596010016,8,0,0.0,0.0,0.0,0.3,SPH,1,1050,100,,,,,
74.93103448275862,0.06772306314554412,100.0,12.551724137931034,0.2874450662974151,7,0,0.0,0.0,0.0,0.35,SPH,1,1050,100,,,,,
74.93103448275862,0.06772306314554412,100.0,12.551724137931034,0.2874450662974151,7,0,0.0,0.0,0.0,0.4,SPH,1,1050,100,,,,,
751.0,0.24059920106524635,100.0,84.0,0.5016010398833302,0,0,0.0,0.0,0.0,,RF,1,1050,100,,,,,
751.0,0.0,26.0,84.0,0.5016010398833302,0,0,0.0,0.0,0.0,,RF+B,1,1050,100,,,,,
82.61,0.15008072535278782,110.0,27.830000000000002,0.46875100538205167,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,10.0,KMeans,,,
53.404444444444444,0.11793581366816139,106.66666666666667,19.342222222222222,0.43441041704823086,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,15.0,KMeans,,,
39.427499999999995,0.10087727921832523,105.0,14.9625,0.3924302096602622,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,20.0,KMeans,,,
31.2416,0.09351120578008437,104.0,12.3968,0.36237172334071105,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,25.0,KMeans,,,
29.995562130177515,0.10030553629612456,103.84615384615384,11.782544378698223,0.33906004276268514,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,26.0,KMeans,,,
25.86777777777778,0.08183289259399937,103.33333333333333,10.436666666666667,0.3454476698557356,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,30.0,KMeans,,,
22.070204081632653,0.0922656273566721,102.85714285714286,9.844897959183672,0.3123240451372506,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,35.0,KMeans,,,
19.244374999999998,0.08407988255695564,102.5,8.635625000000001,0.2833872261951804,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,40.0,KMeans,,,
17.059753086419754,0.07495471369754685,102.22222222222223,7.814320987654321,0.2782971915110636,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,45.0,KMeans,,,
15.3204,0.07409807041608016,102.0,7.14,0.22256995144388894,0,0,0.0,0.0,0.0,,KMeans,1,1050,100,50.0,KMeans,,,
82.61,0.1478052577797446,110.0,27.5,0.4673138465526332,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,10.0,,
53.404444444444444,0.1277769046823119,106.66666666666667,18.773333333333333,0.41481917014436565,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,15.0,,
39.427499999999995,0.10607008184321223,105.0,14.175,0.39278619333411746,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,20.0,,
31.2416,0.09553406429643341,104.0,11.980799999999999,0.35592724743505966,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,25.0,,
29.995562130177515,0.09549085895620056,103.84615384615384,12.221893491124261,0.3708059838723488,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,26.0,,
25.86777777777778,0.09022946380218012,103.33333333333333,11.091111111111111,0.3190521278874513,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,30.0,,
22.070204081632653,0.08504121811671121,102.85714285714286,9.668571428571427,0.3140981097657157,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,35.0,,
19.244374999999998,0.08731757351446875,102.5,8.815000000000001,0.29772107063158854,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,40.0,,
17.059753086419754,0.07961475426819511,102.22222222222223,7.859753086419753,0.25605792998642346,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,45.0,,
15.3204,0.08083646972436474,102.0,7.3031999999999995,0.23692785850029233,0,0,0.0,0.0,0.0,,GMM,1,1050,100,,GMM,50.0,,
82.61,0.12637996292224984,110.0,29.369999999999997,0.4652998059258925,0,0,0.0,0.0,0.0,,Birch,1,1050,100,10.0,Birch,,,
53.404444444444444,0.11271786840565007,106.66666666666667,19.982222222222223,0.42318587986996903,0,0,0.0,0.0,0.0,,Birch,1,1050,100,15.0,Birch,,,
39.427499999999995,0.09651012599152628,105.0,14.9625,0.3871171508245432,0,0,0.0,0.0,0.0,,Birch,1,1050,100,20.0,Birch,,,
31.2416,0.08662815227473027,104.0,12.0224,0.34792319773809555,0,0,0.0,0.0,0.0,,Birch,1,1050,100,25.0,Birch,,,
29.995562130177515,0.08526853686022659,103.84615384615384,11.542899408284025,0.34434885015941,0,0,0.0,0.0,0.0,,Birch,1,1050,100,26.0,Birch,,,
25.86777777777778,0.07448551052332245,103.33333333333333,10.367777777777777,0.3385601760214182,0,0,0.0,0.0,0.0,,Birch,1,1050,100,30.0,Birch,,,
22.070204081632653,0.07391087905855977,102.85714285714286,9.051428571428572,0.31600163746951615,0,0,0.0,0.0,0.0,,Birch,1,1050,100,35.0,Birch,,,
19.244374999999998,0.0724831629188204,102.5,8.25125,0.29073272431780783,0,0,0.0,0.0,0.0,,Birch,1,1050,100,40.0,Birch,,,
17.059753086419754,0.06739328631392172,102.22222222222223,7.58716049382716,0.27304912558632083,0,0,0.0,0.0,0.0,,Birch,1,1050,100,45.0,Birch,,,
15.3204,0.06506829987700903,102.0,6.976800000000001,0.2554306743083164,0,0,0.0,0.0,0.0,,Birch,1,1050,100,50.0,Birch,,,
151.03571428571428,0.13938848899594103,100.0,20.232142857142858,0.21232644847588955,36,27,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.2,0.7
151.03571428571428,0.13900322354614683,100.0,20.232142857142858,0.21462884139496505,36,27,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.2,0.75
151.03571428571428,0.1388814112911901,100.0,20.232142857142858,0.20792221695925597,36,27,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.2,0.8
151.03571428571428,0.13879324548091146,100.0,20.232142857142858,0.20969511828717566,36,27,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.2,0.85
151.03571428571428,0.13736055360291968,100.0,20.232142857142858,0.20067503966102765,36,27,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.2,0.9
153.78181818181818,0.14102131000798843,100.0,20.6,0.21877646103771015,36,26,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.25,0.7
153.78181818181818,0.14062903973183433,100.0,20.6,0.22112071564622338,36,26,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.25,0.75
153.78181818181818,0.1405050127086057,100.0,20.6,0.21429215258441048,36,26,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.25,0.8
153.78181818181818,0.1404152438835947,100.0,20.6,0.21609728848192872,36,26,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.25,0.85
153.78181818181818,0.1389565030623667,100.0,20.6,0.20691320842621436,36,26,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.25,0.9
156.62962962962962,0.14270744096933566,100.0,20.98148148148148,0.22612005805281174,36,25,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.3,0.7
156.62962962962962,0.14230790642880833,100.0,20.98148148148148,0.22850772478370485,36,25,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.3,0.75
156.62962962962962,0.14218158260885325,100.0,20.98148148148148,0.2215527068503769,36,25,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.3,0.8
156.62962962962962,0.1420901513981939,100.0,20.98148148148148,0.22339127119044183,36,25,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.3,0.85
156.62962962962962,0.14060439685805426,100.0,20.98148148148148,0.21403711557814015,36,25,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.3,0.9
192.22727272727272,0.1410301980151295,100.0,25.75,0.2801381556236524,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.35,0.7
192.22727272727272,0.14097353740981625,100.0,25.75,0.27840482558743046,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.35,0.75
192.22727272727272,0.14083704893696344,100.0,25.75,0.2693237241752931,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.35,0.8
192.22727272727272,0.1407248379056997,100.0,25.75,0.2715801440471909,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.35,0.85
192.22727272727272,0.14047977805093664,100.0,25.75,0.2651806115581155,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.35,0.9
192.22727272727272,0.1410301980151295,100.0,25.75,0.2801381556236524,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.4,0.7
192.22727272727272,0.14097353740981625,100.0,25.75,0.27840482558743046,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.4,0.75
192.22727272727272,0.14083704893696344,100.0,25.75,0.2693237241752931,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.4,0.8
192.22727272727272,0.1407248379056997,100.0,25.75,0.2715801440471909,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.4,0.85
192.22727272727272,0.14047977805093664,100.0,25.75,0.2651806115581155,36,15,0.0,0.0,0.0,0.1,SPH+CPI,1,1050,100,,,,0.4,0.9
93.48148148148148,0.10829179768709934,100.0,14.796296296296296,0.18876905900659086,22,25,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.2,0.7
93.48148148148148,0.10809163216582605,100.0,14.796296296296296,0.1938341528093232,22,25,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.2,0.75
93.48148148148148,0.10798784411891364,100.0,14.796296296296296,0.18900399662938294,22,25,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.2,0.8
93.48148148148148,0.10793634356274169,100.0,14.796296296296296,0.18684423770629982,22,25,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.2,0.85
93.48148148148148,0.1056138165527006,100.0,14.796296296296296,0.17569930279794194,22,25,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.2,0.9
97.07692307692308,0.11049757046404386,100.0,15.365384615384615,0.2012269273013542,22,23,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.25,0.7
97.07692307692308,0.11028970626887544,100.0,15.365384615384615,0.2064868324041916,22,23,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.25,0.75
97.07692307692308,0.11018192637400483,100.0,15.365384615384615,0.2014709009865614,22,23,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.25,0.8
97.07692307692308,0.11012844502721088,100.0,15.365384615384615,0.19922807441259044,22,23,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.25,0.85
97.07692307692308,0.10771659005524513,100.0,15.365384615384615,0.18765448816160338,22,23,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.25,0.9
98.98039215686275,0.1116843809026479,100.0,15.666666666666666,0.20865839210682735,22,22,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.3,0.7
98.98039215686275,0.11147244093894676,100.0,15.666666666666666,0.21402143260383805,22,22,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.3,0.75
98.98039215686275,0.11136254771280417,100.0,15.666666666666666,0.20890714958978368,22,22,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.3,0.8
98.98039215686275,0.11130801771215153,100.0,15.666666666666666,0.2066203460241663,22,22,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.3,0.85
98.98039215686275,0.10884887146622567,100.0,15.666666666666666,0.19481982670943437,22,22,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.3,0.9
117.3953488372093,0.10896779029293623,100.0,18.58139534883721,0.2602831868467333,22,14,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.35,0.7
117.3953488372093,0.10896999835664871,100.0,18.58139534883721,0.2639170850433607,22,14,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.35,0.75
117.3953488372093,0.1088586364715041,100.0,18.58139534883721,0.25729322626542794,22,14,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.35,0.8
117.3953488372093,0.108793961354451,100.0,18.58139534883721,0.25458097087364917,22,14,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.35,0.85
117.3953488372093,0.1074923718897009,100.0,18.58139534883721,0.245783726420013,22,14,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.35,0.9
132.8421052631579,0.1076031821942931,100.0,21.026315789473685,0.2855303353505791,22,9,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.4,0.7
132.8421052631579,0.10760568079270459,100.0,21.026315789473685,0.28964237804676274,22,9,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.4,0.75
132.8421052631579,0.10747966602793568,100.0,21.026315789473685,0.28235021266164967,22,9,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.4,0.8
132.8421052631579,0.1074064810270598,100.0,21.026315789473685,0.2792810815604263,22,9,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.4,0.85
132.8421052631579,0.10719642266634545,100.0,21.026315789473685,0.27499961779379845,22,9,0.0,0.0,0.0,0.15,SPH+CPI,1,1050,100,,,,0.4,0.9
64.17307692307692,0.08852317403476066,100.0,10.5,0.1568031958601775,14,23,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.2,0.7
64.17307692307692,0.08841816866600578,100.0,10.5,0.16038760488318848,14,23,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.2,0.75
64.17307692307692,0.08834492166340359,100.0,10.5,0.15745912620455726,14,23,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.2,0.8
64.17307692307692,0.08830711936309843,100.0,10.5,0.1545265792809704,14,23,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.2,0.85
64.17307692307692,0.0864954293560418,100.0,10.5,0.13668155652109576,14,23,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.2,0.9
69.52083333333333,0.08892961816380784,100.0,11.375,0.17538085411305915,14,19,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.25,0.7
69.52083333333333,0.08881586234765672,100.0,11.375,0.17926396388798774,14,19,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.25,0.75
69.52083333333333,0.08873651142817102,100.0,11.375,0.1760914453194706,14,19,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.25,0.8
69.52083333333333,0.08869555893617376,100.0,11.375,0.1729145194855848,14,19,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.25,0.85
69.52083333333333,0.0867453737829094,100.0,11.375,0.15722238750411774,14,19,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.25,0.9
72.54347826086956,0.09057084254347526,100.0,11.869565217391305,0.1879851746622582,14,17,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.3,0.7
72.54347826086956,0.09045214082227408,100.0,11.869565217391305,0.19203711529696624,14,17,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.3,0.75
72.54347826086956,0.09036933986281072,100.0,11.869565217391305,0.18872666113851358,14,17,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.3,0.8
72.54347826086956,0.09032660682768319,100.0,11.869565217391305,0.18541160809445886,14,17,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.3,0.85
72.54347826086956,0.08829163101558121,100.0,11.869565217391305,0.1690372095051019,14,17,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.3,0.9
85.56410256410257,0.08921578563956564,100.0,14.0,0.243735822191059,14,10,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.35,0.7
85.56410256410257,0.08921557187723088,100.0,14.0,0.24701173367183557,14,10,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.35,0.75
85.56410256410257,0.08913883211663443,100.0,14.0,0.2424917750814982,14,10,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.35,0.8
85.56410256410257,0.0890884290495609,100.0,14.0,0.23858171251671578,14,10,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.35,0.85
85.56410256410257,0.08846892197779871,100.0,14.0,0.22500024170734528,14,10,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.35,0.9
92.69444444444444,0.08853384821495364,100.0,15.166666666666666,0.2643461974053347,14,7,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.4,0.7
92.69444444444444,0.088533616639091,100.0,15.166666666666666,0.26789510150950924,14,7,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.4,0.75
92.69444444444444,0.08845048189844482,100.0,15.166666666666666,0.2630842979568306,14,7,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.4,0.8
92.69444444444444,0.08839587857578185,100.0,15.166666666666666,0.25884839684498295,14,7,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.4,0.85
