,index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,target,noisy target,group,level-0,level-1,marker
629,15,,0.4937179113342811,0.4812687915077942,1.6211234218631903,1.2963399081330718,1.743238439008318,1.6103767477634667,0.6260017179126086,0.3309803092863403,,1.3611472188052613,,0.7088732576408399,,0.3026008393473198,1.8864820267352074,1.0,0.48930977814425786,0.6542112884300869,0.8592132999917033,,0.5803334115362928,1.6286375022303332,0.12164775140793961,,1.1923966637822871,0.33084986009066736,0.5691911521444,,,0.42401241896430175,0.04845437127360783,1.2508444767008986,0.5784104220202632,0.0,0.684462796372055,0.6154053593911893,1.3958239109251205,0.4864794742560293,1.1975980372207715,2.300950045624896,2.7274233181034906,,0.6632561509247071,0.8160661869584476,3.0,,0.2072070049967545,1.0,0.36362067267158205,62,62,mde-OM3-7,Engine,mde,
170,2,1.5480136335300894,0.8115502620839734,,,0.5953682329244955,0.2042576116541705,1.6079731935466,0.5176024387429128,0.7292220248802779,0.4113296295124641,0.7116943432327633,,0.027586149478529096,0.0,,0.7607789721512257,0.49219687570954895,0.5137127962103657,,0.5155881208579967,0.6878234916489234,0.8028391928653558,1.3107594152350892,,1.6334792942572944,1.401065245723892,,,0.435377647447473,0.2459116415865168,,0.6186573311356749,0.4943769271969938,0.6490999957742016,0.0,0.2387828753916106,,,0.6458978113989381,1.4085992857237626,0.7619710369295135,0.3737845722538144,1.2807683921640445,0.38340923863049275,0.16805791892144029,1.7295737450825897,1.103701165690769,0.5314577746029406,0.8716539263313484,0.20996711573890608,32,32,hde-OM2-5,Engine,hde,
298,21,,0.3821080851605468,1.0,,0.4411073215188796,,1.4450143011258758,0.7743986739734839,0.38921576457840606,0.1769146857578324,1.8400013606598957,0.5173076223799704,,,1.0,,0.06814979483637205,,,0.5771613503345985,0.611831605635724,0.4088847993341223,1.6623134519928966,0.684225750827253,1.1522769670612572,,0.4097512225891072,0.7977349922152245,0.7589823987280154,,0.5939723045642386,0.5388360075056992,0.6786165657432799,0.7238517712164758,0.7525059405845017,0.3532244634000234,,0.6254747733728543,,,1.7876682909166468,0.4525858398956076,1.4787912628890507,0.5865709567092279,0.38627649026158495,2.5896014687145317,1.3297437226160085,0.853108763596648,0.38054562842453765,0.855524018125507,33,33,mde-OM1-2,Engine,mde,
951,210,,,0.2916209949044481,,,3.6095807326519216,1.503936402623113,0.732787481049999,0.2686135981098239,,2.4505691545703328,1.7079008767389179,,,0.800822391448654,,0.46064234309862695,0.31607160730890527,0.6009131983859257,0.5846994895465467,0.47551903331337464,0.4236699366453317,1.511036497312872,0.5281112698720932,1.4291011964591565,,0.393577799157973,0.694569880413616,,,,0.5367663316518098,,0.3074009624448881,0.5452252371389297,0.68415556588923,,1.3738859648145876,0.4911237913155561,1.3491617033374892,,2.6350820034339,,0.44588677110706615,0.027442737470534682,3.3921712639824735,,1.7999078836819749,0.6777427084692248,0.5383405717634797,74,74,mde-OM3-13,Engine,mde,
685,33,,0.3368394563457117,0.9785712744323638,1.3734653552260387,1.8504247463887922,2.5860561854262625,1.0287838857883722,0.48465340684496105,0.4190207277754453,,1.540665009565547,1.372315311003797,0.32121917505142716,,0.673221239213866,1.4913157490752127,0.5410586789900992,0.5037287240296783,0.4538042201986386,0.5369111530684938,,0.4310521602722267,,0.3038432876790181,1.3055138059655889,1.434031732562256,0.537838154589667,0.7454011127132495,,,0.7991460872979047,0.4972210870537696,1.4616165851908074,0.26963714712294956,,0.2545419001010282,,1.3302303026615068,0.49676459041385496,1.4089225163313568,2.7381862576129663,2.8869683889354554,,0.4972113764146746,,2.791306965355953,1.3703929686304952,1.648496643912559,0.019791979289239342,0.6740270064295167,66,66,mde-OM3-9,Engine,mde,
158,10,,0.21714289143866058,,,0.16268265017492364,0.3366928436145432,1.8410732623399726,0.5263087209195482,1.0,0.0,,,0.025344774412902712,0.6455911535125488,0.0,0.2993872805746314,0.27147820384467897,0.11023701991440683,,0.5235926970298395,0.5533960368173719,0.514958778456248,,0.44211359376965564,1.0202202030931937,1.5895469434516105,0.5162148163693371,,0.7496323523722938,0.27140148458295993,,0.8348593755751469,0.8124538349635894,0.4229015976318245,0.892396656624791,0.5433866049010834,,,0.4617275541629569,2.0,0.47750612293198735,0.21563021792098866,1.0,0.24691811265109662,0.4776020467643461,0.5450224976750592,1.4568091238492695,0.4796427043511795,0.5887440280139749,0.3376962596475108,30,30,hde-OM2-2,Engine,hde,
661,9,,0.2252958072684279,0.8106864461514857,1.811113179174512,1.8111032167078713,2.380728250583029,1.330218302696956,0.21620141764578626,0.2099957172439836,,1.4439518992878528,1.4344814690471521,0.22600567538636915,,0.7784419634511859,1.8443101244398794,0.9111920407819598,0.5018512047215664,0.059436007664664385,0.04692780537537672,,0.8809550054558117,,0.009015966971207092,2.0,,0.6462214456660152,0.0,,,0.4670487234479974,0.5049920300064552,,0.29916648434722914,,,,1.319400893422911,0.0,1.5321671417251195,2.464017640858505,2.4532506714929805,,0.41951146913471865,0.7660586012657487,2.3995471550864016,,,0.4627844066578617,0.3332127014277949,67,67,mde-OM3-9,Engine,mde,
467,15,,0.7283731748780699,0.89269724776666,,0.6276376551989183,0.48055967201173416,,,0.4335006139450103,0.0,1.201580268046483,,0.025019785868236423,,0.1711200179111658,0.38668586869841803,0.2488264320527643,,0.3942958386010975,0.8027023785473528,0.4802393095575336,0.3444180021599796,1.9541299785249417,1.0,2.0,,0.42280383749136663,0.6587908190253577,1.0,,,0.5356155099375837,1.0,0.46423906341397797,0.29529537036486314,0.4841634986809819,,0.7845870314118379,0.45749165181034623,1.7926566945523306,2.4587789189966394,,1.0953235845875784,0.7221905784024879,0.6924771423411168,2.197196303148663,1.5565245739959095,0.8953448590603347,0.5953550385045281,0.21991120396068756,64,64,mde-OM1-6,Engine,mde,
145,49,0.4977401629090087,0.6424473147772005,,,,0.5508914049307713,,0.6890781806530464,0.7417988235451696,0.8796933100410311,0.0,,0.4888204077514653,0.891277828255863,0.8892327394609427,0.5702830769146439,1.0,0.5737029269921033,0.8737524691483238,0.5548884937238655,0.3185048694456347,0.29774828241911516,1.6886689782045325,0.39530023385130236,0.4518442874295223,1.4281736372503837,0.9133174236263527,,,0.3735449041405459,,0.5545427028077843,0.28272261633950424,,,0.7909051522459342,,,0.49885925883414695,1.2834810936553844,0.43002723658346165,0.45683877425887215,1.4568612344671374,0.5982977875198394,,0.6158545882391788,1.742858410914244,0.36062710010857985,0.7128708919002915,0.8082819412101471,7,7,hde-OM2-1,Engine,hde,
344,42,,0.7372832842080038,0.40969780707449194,,,0.7693910968954517,1.3987181961671598,,0.9786620485232093,0.39446925040967046,,1.4178865344148417,0.354913413784091,,0.2513892584670886,0.7138584994730057,0.448521073420826,,0.7845903096181776,,0.4622917352477036,,1.524725198665509,0.4722813963400991,1.495879208920393,,0.31343426440826816,0.3893387488961273,0.48951867194878546,,0.4594625022071957,0.9403651123136834,,0.6500002266577402,0.15783338981514422,0.0,,0.3032117392730773,0.3836658034392167,1.538656930252139,1.3203242721665978,0.07799984198111193,1.8794417379335422,0.28927638974293296,0.35290495770930097,2.8305600738380705,1.6157492038929524,0.0,0.4597530120468359,0.6344254744831598,38,38,mde-OM1-3,Engine,mde,
422,39,,0.49408367301136086,0.7890754545266778,,,0.2227061976653393,1.7691937519366605,0.28075765264520797,0.46405589296598077,0.7469660974996536,,1.5474668628236625,0.7957989352035466,,0.5230937335520327,0.9645808407224425,0.4274096891797892,,0.4315760520424813,0.8110626086751141,0.6381656023366518,0.6707042206686477,1.3699455855518352,,1.3683474372670743,,0.7031352277719671,0.6588828021963947,0.575981114157635,,0.5206070789772664,0.5975991790362821,0.5488434784448881,0.24674303330553898,0.19146323944658264,0.6789546886448815,,0.6069137310487448,,1.5596550256885333,2.392380611553735,0.5424095816736253,1.76865369043075,0.5536144257092432,0.8373307884772135,2.8053468940303374,1.4498765555680762,0.7210708517757022,0.2015666415561602,0.36350749594657195,54,54,mde-OM1-4,Engine,mde,
70,8,0.7690283379208134,0.35754147123778063,,0.6414832146345174,0.10047549974654439,0.13564131149870434,0.71843765535769,0.0,0.5032365977679125,,0.328067541472017,0.45164093745227896,1.0,0.42921503916743475,0.1630040379226457,0.528005300212245,0.33602936107142806,0.48608397751582705,,0.5079737681518862,0.0,0.21522663805820322,0.3571313126700418,0.6963835398808451,,,0.5931972165660486,,0.5053084352009903,0.9121098383408455,,,0.8573571760458053,,,0.7838399529709236,,0.6651821754195217,0.7462850793680658,1.4588470304341667,0.597276153932371,0.8867559289610781,1.1182251444161087,0.22249272671903159,0.501796052221441,,1.3772500703587602,0.5949483875698612,0.6822102682920732,0.3489267004211144,21,21,hde-OM1-5,Engine,hde,
157,9,,0.743431891224793,,,1.0,0.07295468674511486,1.2656918651227254,0.09790846506227044,,0.3757962522340366,,,0.24329887968656475,0.21342360048608386,0.5724191037115031,0.0,0.727635518308261,0.5645837728616048,,0.25808186312660536,0.694949967778689,0.12260032730154734,1.9107689540475328,,1.0346105194274369,1.1368032603511855,1.0,,0.5692180580310531,0.7454227424080615,,0.4887762721380419,0.05370864272277323,0.3771588631619358,0.4314139117862926,,,,0.22856677457653043,1.511000546343644,0.0,0.6090606857541059,1.4600699752452382,0.2985666622386784,0.0,0.5193354331185495,1.0,0.48142978024049543,0.31833158386783494,,33,33,hde-OM2-2,Engine,hde,
480,3,,1.0,1.0,0.9593557352009124,1.0,0.8269231974595425,1.8600895584815806,1.0,,,1.5150891045311414,,0.20371210686967303,,0.0,1.0,0.6926465362168982,1.0,0.0007449593008021689,0.09645714109394048,0.0,,1.0,1.0,2.0,2.0,0.7544239378644434,0.6678093302208064,,,0.0,0.04114657619999305,1.4778643044287945,0.5263871371215549,0.6562655187116604,0.2494229210692161,,,0.7232295882391108,1.0,3.0,1.8083570396871345,,0.5567751252211711,0.0,,1.6511169061006354,0.20544158674323262,0.28992079676315385,0.0,31,31,mde-OM3-1,Engine,mde,
477,0,,0.5722378855095704,0.22725196223364655,0.681383034531065,0.7943565811197999,0.1638852666651513,1.83674657705519,0.06953621266159564,,,1.4428522184238095,,0.011472258055142431,,0.8574761031398311,1.8101286450433158,0.7085754899330698,0.34746078708245487,0.7312307711171926,0.8963630660372988,1.0,0.0,1.5274200049874875,0.28012375102112586,1.3998266771709038,1.0895206735954468,0.2537088360345983,0.0,,,0.4033273985732965,0.5226655731453269,1.2621859413100855,1.0,0.8000127011983681,0.25653745324659116,,1.291925786023614,0.7185209111107437,1.6246069966182262,2.788266024767694,1.8432370280972004,,0.398499123897037,0.7201144459869564,,1.0,0.0,0.950742739969307,0.25415549163951395,31,31,mde-OM3-1,Engine,mde,
121,25,0.3951010765989672,0.4130582175645108,,,,0.8365418769192202,1.1305647900978908,0.5032297856438064,0.5747901938173238,,0.2856201319737613,,0.43727225709307155,0.6676829321472141,0.32009909436597367,0.9086972067817197,,0.699937755833775,,0.6354554963281057,0.3554722165197237,0.34568800614054895,1.4589131454573478,0.8042663229872582,0.46842123783986794,1.7001926731488104,0.5528241555669812,,,0.14585447317401562,,0.685634292123758,0.7389945647817101,0.12881018315408696,0.4128167471344868,0.6083478466853177,,,0.38927868783893954,1.8735731817699723,0.7222190973300888,,2.0,0.6195757070245449,,,1.0,0.035768913009208175,0.46397958086305874,0.463781151967758,23,23,hde-OM2-1,Engine,hde,
630,16,,0.9213660601964054,0.12481660473513244,1.2287722385031539,1.6007551051992817,,2.0,0.4467535885843502,0.6946064817440303,,1.7072995643419875,,0.0,,0.6939243548752395,1.0291238029796745,0.32517611592699697,0.5318522425050753,0.8865542702541274,0.3200097180047404,,0.6037310122745777,1.3525705066773595,0.0,1.0,1.4033737117407903,,0.41564053087822744,,,0.5865288629473676,0.0,1.179781687587331,0.6026874454115119,0.5037611772938458,1.0,0.18055729393372444,1.429774735952715,0.7913390539900292,1.6587170691519344,2.8261754936364234,2.6260825262666176,,0.6644723362453698,0.26625038033405696,2.824322762002731,,,0.29409670281532596,0.11759228367215395,61,61,mde-OM3-7,Engine,mde,
731,17,,0.3389920464768414,1.0,1.602690989509986,1.2261461940035456,,1.7652235003297854,0.3532281638236823,0.8508201057056866,,1.8353512188238676,1.0020424534090668,0.7280945028569312,,,1.9154246750159616,0.2273303216368564,,0.15295817784340657,0.2891861571334262,,0.27305933372543034,1.3272685697645394,,1.477840833683524,1.0792960020095297,0.12783840183014789,0.3858897466470221,,,0.48038951761840454,0.2545476974580819,,0.9393983887598426,0.31506492818657533,0.6164649336698536,,1.534094524234681,0.0,2.0,2.5404039373647427,2.2496367447902603,,0.6895531651019731,0.6265766287994831,3.613058147399595,,1.3267948151882492,0.8246537420582801,0.5146900813426212,75,75,mde-OM3-12,Engine,mde,
716,2,,0.5086342853073875,0.7708686916783628,1.6844622024053697,1.4554033148469752,3.4795251888964076,,0.3503806371743156,0.4576270607924847,,1.0,1.5905098821971726,0.35748820034858614,,0.31645285665633366,1.4858036335371678,0.1104620318920972,,0.0498557043409863,0.08766168984589384,0.6458483933310263,0.854605935508151,1.2382936223581205,,1.604232189247805,1.399656152071135,0.32475153318125993,0.9890573075750818,,,0.0,0.8066792055349573,,0.5554315250960928,0.08469350387776202,0.7780206813752265,,1.900011539728971,0.24155429407053575,1.3182183325329562,2.360397129979324,2.0,,0.26444052542499014,0.36824783240526604,3.585688957106255,2.353065489074841,,0.5104746755546751,0.66865253697632,77,77,mde-OM3-12,Engine,mde,
428,45,,0.26677956043919526,0.8941076244479762,,,0.8401675964653321,1.7611178822903755,0.16382949166533112,0.27210186709375717,,1.5680035271549562,1.3912298431638552,0.6854280010044295,,0.15796172376816456,0.436749543489433,0.5173422895603146,,0.849311466635888,0.3847161497636207,0.4048016071599957,0.0,1.5352121149228064,,1.7748023352555746,,1.0,0.7101545457370609,0.3297520182653767,,,,0.6626882431899501,0.42705729573172885,0.3279494476219586,0.9604765487758227,,0.4657799962886189,,1.422716370720465,2.6120714652057933,0.11647600203439372,1.458833593454183,0.48209455542725266,0.8010215336453271,2.6578362701163796,1.3037550445775732,0.5324094976824527,0.505544362437523,,57,57,mde-OM1-4,Engine,mde,
36,26,0.6215321614288131,0.8090823578180132,,0.24535102708481776,0.7766215471346168,0.31903463294238243,0.0,0.49680045934556266,0.4580273106861369,0.22972929719392493,0.3817482146041604,0.35245187685471835,0.5947718534491196,0.48860442593584963,0.5498715241295967,0.5591980353189003,,,,0.8602857734851779,,0.49931641455325965,0.5207597253985313,0.7946242878061729,0.6650699674842185,1.3474633058335874,0.4643492065697031,,0.0,0.6370976767336344,,0.5333741152630475,0.13769253525739647,,,0.6030571170214993,,0.32601694622921445,0.6873501753601268,0.4514165475965619,0.546301152375533,0.9355417687340161,0.6035058455874537,0.2684322570505943,0.4018522950293737,,1.5724357571924448,0.39053440424352426,0.8251223828065372,0.7291801794414291,8,8,hde-OM1-3,Engine,hde,
392,9,,0.4649665208543539,0.5618958477901563,,,0.5076528226557041,,0.8946677575358146,,,1.609669794968629,1.9974386793193168,0.3143562630245656,,0.4521836067111667,0.7486645870042155,0.4042350633609773,,0.40707836025581784,0.45144814801164923,0.5422268985196854,0.36014112146070826,1.485243749429518,,1.1105997906043399,,0.1804230823602184,0.5875262902708277,0.44255751551506395,,0.13993359450022017,0.4392938721623805,0.48580292752931564,0.5609431719851564,0.2998532519178632,0.7869718605240991,,0.3796934458955791,,1.454025483888048,2.5684348012406457,0.4544948590159589,1.351275492781248,0.7811281695216227,0.642013510106094,2.6365118573025548,1.737636760868567,0.49781855569085065,0.49578663917815863,0.4150575784428289,65,65,mde-OM1-4,Engine,mde,
733,19,,0.3019955005664342,0.5134888221664616,1.6574493519443605,1.8958233459740503,3.1802357227105302,1.5321968091590872,0.49914345333481847,0.4138703448314229,,1.4429397066716387,2.0,0.2522095863321142,,0.16294051239590965,1.6591952266402221,1.0,,0.26606067021774815,,0.47473035565993704,0.6538177268421351,1.5998289231911058,,1.517659234691338,1.0568845792620507,0.0,0.0,,,0.6526616232604012,0.5646520098525105,,0.39948068221215377,0.1622888466196107,,,1.0999345277242605,0.10007519294313383,1.4024660631108468,2.6694552607233883,2.431833654097061,,0.0,0.31229373614366723,3.1843880249069785,2.729231220315576,1.1373406096355083,0.4006822587527413,0.5182493111091855,78,78,mde-OM3-12,Engine,mde,
64,2,0.7733128355854612,0.2381895786314713,,0.15566539737142174,0.07453062680187486,0.769429784386358,0.6770077139285118,0.385478150388267,0.7159531385340714,,,0.44269990569929424,0.6594902975144501,0.8454563832825858,0.8975491944286088,,0.8761559016040745,0.08159641539317633,,0.8904920088809513,1.0,0.5372436946012688,0.8447950546103256,0.784101807579478,0.18022458166220112,,0.08020880820623978,,0.29706928946188194,0.43677616971133215,,0.7164873125360016,0.6386093206280469,,,0.6436970607783474,,0.337017036955064,0.5773919303504327,1.4014403567823084,0.5164579780602349,0.27965971782377885,1.3458972523107975,0.0,0.38429271326345443,,1.4184633703831442,0.7787846253712722,1.0,0.39040053883735887,24,24,hde-OM1-5,Engine,hde,
201,33,,0.2197195986579894,,,0.8060381579513124,0.5118528038009831,1.6911014582967758,0.35902506013345126,0.5664136535068468,0.6289267265209593,0.7062550299930597,,,0.9674055456284603,0.6038458453040114,0.7311241140041796,0.5846436403136207,0.4549447873435308,,0.25368439674292165,0.33151763809468077,0.19430056699226672,,,,1.0702623099837314,,,0.30859489624443825,0.4356155934380754,,0.017278537867746975,0.36315157671773357,0.8364541993449414,0.5658964216850553,0.28769829757079274,,,0.3588241452108998,1.4899509233136325,1.0,0.8117860211953418,1.5351888113499537,0.2557951205603338,0.3675979856904093,1.589692806054719,1.501750379345581,0.7991751748794608,,0.38942964871021196,44,44,hde-OM2-5,Engine,hde,
445,62,,0.5101323949176612,0.701599926156565,,,0.5562031352602825,1.3141901758258239,0.4904225017502325,0.20728609937164616,0.6319316606998064,1.6198152206704473,1.5376009030116977,0.40145818483719203,,0.4661477633808458,0.6901828471679246,0.7009107752002935,,0.1299854477296984,0.5112014475011718,0.3334991813767673,0.10601429444354149,1.301476268642844,,1.4055201731177152,,0.6651864826595447,0.48595534147754466,0.3710832684848974,,0.6465934613105305,0.44739745080238535,0.24837132178521598,,0.472885510538507,0.0,,0.5956078805196203,,1.939719332505844,2.5481018205840686,0.4962156523644016,1.6463397938876039,0.33510493448904927,0.5225471476476857,,1.2563374021782492,0.4797461970729622,0.5953766804672195,0.7946777530525293,64,64,mde-OM1-4,Engine,mde,
1002,261,,,0.7913377756906147,,1.7115092395446942,3.6350943848674566,1.3826169663925265,0.3816444302705091,0.47288013310589916,,2.736430455945029,1.7559390259027432,0.5293914719732116,,0.3972090092187211,1.3723914203976109,0.44051114914650674,0.5964776299717838,0.4579932438075475,0.5181990729135018,0.5520853223593878,0.5822433636236715,1.4029970295152452,0.497530535719619,,1.648412306131645,0.4263593941287395,0.47590357473690875,,,0.4006271738588738,0.2718051998720958,2.0,0.44541511230026065,0.5177980421168574,0.47891314878420405,,1.3251863658073895,0.160226547183491,1.5800402794713841,,2.7627104342346716,,0.33549754741565746,0.44107053138956304,3.7787403653247957,2.502227423055494,1.4923152585848056,0.5347532026100498,0.8115363066936778,66,66,mde-OM3-13,Engine,mde,
37,27,0.4312258747762838,0.27656698568283944,,0.585137893722234,0.6292689497453905,1.0,0.5850346123661192,0.5980310552341688,0.6188617733288079,0.6033519137137795,1.0,0.28567004039738797,0.36078970204323985,0.3265814695025323,0.8294939675672387,0.6983542466530468,,,,0.5033082071428,,,0.4084937799075585,0.446144358239006,0.3792274441842099,1.2607127347562936,,,0.08403283793663742,0.649932145371176,,0.7374528724502171,0.36917000063429806,,,0.30692319863039424,,0.7630453706840412,0.9364882477628167,0.13892625414624254,1.0,0.9032673273865565,0.0,0.539508123838718,0.5381087262229904,,1.2252736436045812,0.6578440369449529,0.6945895059888582,0.7109657633948163,13,13,hde-OM1-3,Engine,hde,
586,7,,0.41449813698831395,0.6486269247302497,1.0428707284963996,1.4224083369840914,0.5182977756484617,1.0645748610825807,0.4531371115726231,0.21053459270795538,,1.6146244146010522,1.453706520888186,0.29733041673951377,,0.2785672129631185,1.4837337544859635,0.4598151952125409,0.30144871490764064,,0.03708493038289408,0.5137702793422525,0.12956225351538184,1.840176691992263,0.43255387843044185,1.6273176977692485,1.172654627106326,0.537789211661483,0.6981883304664703,,,0.2444545365392338,,1.451826165095345,,0.4700413907565499,0.5990549008967899,,1.863994621927505,0.8639913667028002,1.584273491131432,2.8314665630649802,2.569218680455304,,0.4588681038462063,0.8779820021151091,2.2991341038897097,1.6228623686494141,0.5462438612624834,0.8494289121240814,1.0,57,57,mde-OM3-6,Engine,mde,
763,22,,,0.758211199806406,,1.446333810895603,3.5424824991287127,1.443161110253174,0.6933721248356778,0.5220336638192,,2.5943300626850636,1.3022955194729031,0.29370013587231697,,,1.6455626249275572,0.4074031511318076,0.7669506219166251,0.2661916510323081,0.6401450916455491,0.5158233461169848,0.5251942561794736,,0.4487798449257418,1.4482481894210837,1.760340404743407,0.3925575336480456,0.40774111649717193,,,0.4916165644049823,0.4617287345490778,1.5308890445670986,0.6801744755541584,0.7551951547786133,0.6806461351401879,,1.2697724299441688,0.5900865200046793,1.8410456110129592,,,,0.5565775793167703,0.16665328471872284,3.1928385347950643,2.4284729895227306,1.2929069396006736,0.4576463030723981,0.7577745062064201,80,80,mde-OM3-13,Engine,mde,
995,254,,,0.7231123724722298,,1.5270126266057678,3.353212861077597,1.5253675071719517,0.211982367602077,0.5344112275136939,,2.5744466640530366,1.6095861087966714,0.5493949019686382,,0.5154971201531544,1.4010466060669875,0.5851240934319387,0.6452733939671732,0.590385147668972,0.4987687035238499,0.40947812794793886,0.43925742507484483,1.1497458379198402,0.46678006809239314,1.5320587723164518,,0.5058707137705527,0.7075804708161135,,,0.4450090083834645,0.47251999826082847,1.7070843769029205,0.7277284789315298,0.6876990522350166,0.39754800439953214,,1.5153357384066672,0.6524921610647169,1.609940876671249,,2.756204240398147,,0.3137072742638038,0.9569542597041936,3.6542683368694804,2.41383972145227,1.5208061413835159,0.6219921350407366,0.3432964661576719,83,83,mde-OM3-13,Engine,mde,
950,209,,,0.6148478096748301,,1.6423095911073409,3.45189246284738,1.4153334775877668,0.7902804500145812,0.5848323345976835,,2.588967519096433,1.3636476494587775,0.5093664557547853,,,1.4639931989110049,0.5198841229998298,0.5011797541236968,0.8736522159263582,0.3514351974176007,0.5282103474155557,0.5379650639276102,1.4734234650142857,0.5598445628030724,1.8493908130145882,1.6610840097046684,,,,,,0.5238108651619634,1.352976918641478,0.7392062201678312,0.1483142678256286,0.5544387438587962,,1.514050570098224,0.5602193925783351,1.9921868056540033,,2.4940235072370016,,0.8159105445158865,0.5758689727540158,3.359796526516276,2.4903498097803975,1.6816400367047333,0.6003181414121249,0.521894401574422,51,51,mde-OM3-13,Engine,mde,
443,60,,0.30441799990016033,0.5031624561628912,,,0.49085279274875393,1.812959715243435,0.665814019189039,0.6031158818747678,0.06923159682619026,1.6832771915139988,1.6927383911530205,0.5608336162617245,,0.7671554686984895,0.5164566056610893,0.47198794998304866,,0.36873695690497243,0.4891656612829597,0.6344105767025547,0.3966023241306352,1.5918640854710056,,1.6338637726000305,,0.6460537969100467,0.401614327498212,0.24490534808062467,,0.745098008553235,0.23526922711049325,0.6024305624322508,0.5144123368447215,0.15244451034373582,0.33147077125390384,,0.47640265398944326,,1.5367631761773612,2.107216862253327,0.4339328102099328,1.5441971209318228,0.7840914591136466,0.15346894112580567,2.5350369419254037,1.3588435418035418,0.6568967974343788,0.3437784503171429,0.19811614211986148,55,55,mde-OM1-4,Engine,mde,
748,7,,,0.5512158376533955,,1.517480730468061,3.3326840361093306,1.6124692471594344,0.48033629156437224,0.6327792932813083,,2.1951148382201455,1.5579684506054203,0.6991703916657149,,0.653815648869377,1.522648858283672,0.11870542580159689,0.75461238712229,0.4607531380950414,0.4226620094212536,0.7996421524373206,0.3815415051181352,1.6259006649848295,0.3906634279168468,1.0825095969910188,1.4732025796940091,0.40204754552109473,0.6003971928692836,,,0.6050017468428333,0.0,1.2287180838316623,0.7576311695715874,0.3595791352359824,0.5529417769557694,,1.5756373563350405,,1.4489568987445436,,2.5769965430191366,,0.4912942564782195,0.2534965585196904,3.6209868178577156,2.4428785846998045,1.392454172601022,0.2855180329903373,0.7452173017847387,61,61,mde-OM3-13,Engine,mde,
479,2,,0.8894266066670692,0.004250840628225709,0.6384164704932037,0.27597505721277643,0.6243078783735796,1.8010150016910582,0.0689348537043601,,,1.66650179160755,,0.6315419468281774,,,1.1296805771162672,1.0,0.0,0.0,,0.34857865972626756,0.36034095592769466,1.6532700214352485,0.0,1.6132392206638384,,1.0,0.6942509766764193,,,0.5057048053233489,0.7052177158052828,2.0,0.6225085875611533,0.7810429602437781,0.3902580302637694,,1.0,1.0,1.496865798666274,2.5046021535202305,1.0360386062301987,,0.5448154478488565,0.16610071165622547,,1.0588714976521876,0.03932127476575799,0.8290481561364934,0.04330944784287356,32,32,mde-OM3-1,Engine,mde,
636,0,,0.8371678556242205,0.16804839067150013,1.5994339824073829,2.0,1.28037805995615,1.4268241577648584,0.5685445335714175,,,1.1581724239944022,1.519914837016718,0.5674926958732862,,,1.3481414195522574,0.7717776381345354,0.5200801670841023,0.8015523175406515,0.2914002672260883,0.8907056097136691,0.45336782916831425,1.7150004248119939,0.5125605079754942,1.239553371834267,1.7340755920588866,0.4547208041314581,0.01854800819222778,,,0.2489718110750361,0.8272977222915264,1.7535287884689525,0.3810523744019012,0.6514775639579795,0.12398069028531239,,1.3585146412069038,0.5213860611909,,2.563364666128202,2.5111757572720266,,0.40750365129549565,0.5784136636361378,2.528499741637223,1.6989187080731298,,0.7599837157249382,0.5827236901191079,66,66,mde-OM3-8,Engine,mde,
22,12,0.0,0.4759455641946852,,0.39767619199993876,0.0,0.2497219997282883,0.4987954486901991,0.6244110564496433,0.5185823374731768,0.3122658775773638,0.24660657516997767,0.9563333504645356,0.4652654988954262,0.3984775196014104,0.7652284719838247,0.5409340480626901,0.6583771937471969,,,0.40467051786722186,,0.513755666699767,0.15917017478133028,0.5003696027527128,0.7362202995106577,1.0757983705980307,0.2082565521967262,,0.30348070968669605,0.1755918436168486,,0.4979104386978311,1.0,,,0.878467823956514,,0.6155450265754024,0.9285001658711094,,0.48645667888771027,0.44016395359197175,0.6926193462051546,0.7593819994029101,0.3779587271918283,,1.9990051659724744,0.12547015443345527,0.9070991363187398,0.0,10,10,hde-OM1-3,Engine,hde,
20,10,0.18831982027354222,0.19335693100557066,,0.5485200668891729,0.8162255336399941,0.390348454409062,0.6667646251462738,0.8041740218419192,0.8518226405893256,0.5380439814800744,0.21590491041000626,0.5271992927172667,0.6858831946221797,0.4320846886642026,0.7044434436922153,0.5724521803081128,0.8008546183445747,,,0.12400468021817525,,,0.049222670128739245,0.3104562116771449,0.7486432652198537,1.2568252869757088,0.3151257130627097,,0.153159343193571,0.47232720776746623,,0.34251812072626353,0.10636860540829107,,,0.7555991516272307,,0.27595002566686233,0.6558697669855703,0.5146075867067768,0.9312035584803533,0.6310553226194788,0.48121466248769773,0.6821501111664356,0.6239257487442262,,,0.2629032966103332,0.3305695990369656,0.7266335869404293,14,14,hde-OM1-3,Engine,hde,
