;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Unnamed: 0.1.1.1;Unnamed: 0.1.1.1.1;group;target;RA@10;gini;p;max info loss;imb;Method
265;265,0;265,0;265,0;265,0;447,0;mde-OM1-4;54;1;-1;-1;-1;normal;RF+B
266;266,0;266,0;266,0;266,0;677,0;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
267;267,0;267,0;267,0;267,0;553,0;mde-OM3-5;51;0;-1;-1;-1;normal;RF+B
268;268,0;268,0;268,0;268,0;485,0;mde-OM3-4;37;0;-1;-1;-1;normal;RF+B
269;269,0;269,0;269,0;269,0;748,0;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
270;270,0;270,0;270,0;270,0;434,0;mde-OM1-4;54;1;-1;-1;-1;normal;RF+B
271;271,0;271,0;271,0;271,0;1013,0;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
272;272,0;272,0;272,0;272,0;222,0;hde-OM2-6;45;0;-1;-1;-1;normal;RF+B
273;273,0;273,0;273,0;273,0;57,0;hde-OM1-4;16;0;-1;-1;-1;normal;RF+B
274;274,0;274,0;274,0;274,0;454,0;mde-OM1-6;65;0;-1;-1;-1;normal;RF+B
275;275,0;275,0;275,0;275,0;687,0;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
276;276,0;276,0;276,0;276,0;1013,0;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
277;277,0;277,0;277,0;277,0;454,0;mde-OM1-6;65;0;-1;-1;-1;normal;RF+B
278;278,0;278,0;278,0;278,0;702,0;mde-OM3-10;65;9;-1;-1;-1;normal;RF+B
279;279,0;279,0;279,0;279,0;115,0;hde-OM2-1;6;2;-1;-1;-1;normal;RF+B
280;280,0;280,0;280,0;280,0;657,0;mde-OM3-9;63;2;-1;-1;-1;normal;RF+B
281;281,0;281,0;281,0;281,0;225,0;hde-OM2-6;46;0;-1;-1;-1;normal;RF+B
282;282,0;282,0;282,0;282,0;777,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
283;283,0;283,0;283,0;283,0;46,0;hde-OM1-3;7;9;-1;-1;-1;normal;RF+B
284;284,0;284,0;284,0;284,0;221,0;hde-OM2-6;45;6;-1;-1;-1;normal;RF+B
285;285,0;285,0;285,0;285,0;182,0;hde-OM2-5;44;0;-1;-1;-1;normal;RF+B
286;286,0;286,0;286,0;286,0;1024,0;mde-OM3-13;82;0;-1;-1;-1;normal;RF+B
287;287,0;287,0;287,0;287,0;751,0;mde-OM3-13;60;3;-1;-1;-1;normal;RF+B
288;288,0;288,0;288,0;288,0;604,0;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
289;289,0;289,0;289,0;289,0;1031,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
290;290,0;290,0;290,0;290,0;858,0;mde-OM3-13;48;8;-1;-1;-1;normal;RF+B
291;291,0;291,0;291,0;291,0;731,0;mde-OM3-12;73;3;-1;-1;-1;normal;RF+B
292;292,0;292,0;292,0;292,0;263,0;hde-OM3-3;43;4;-1;-1;-1;normal;RF+B
293;293,0;293,0;293,0;293,0;504,0;mde-OM3-4;39;0;-1;-1;-1;normal;RF+B
294;294,0;294,0;294,0;294,0;559,0;mde-OM3-5;51;4;-1;-1;-1;normal;RF+B
295;295,0;295,0;295,0;295,0;442,0;mde-OM1-4;55;1;-1;-1;-1;normal;RF+B
296;296,0;296,0;296,0;296,0;726,0;mde-OM3-12;73;0;-1;-1;-1;normal;RF+B
297;297,0;297,0;297,0;297,0;783,0;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
298;298,0;298,0;298,0;298,0;567,0;mde-OM3-5;50;6;-1;-1;-1;normal;RF+B
299;299,0;299,0;299,0;299,0;126,0;hde-OM2-1;13;8;-1;-1;-1;normal;RF+B
300;300,0;300,0;300,0;453,0;;mde-OM1-6;68;5;-1;-1;-1;normal;RF+B
301;301,0;301,0;301,0;411,0;;mde-OM1-4;55;1;-1;-1;-1;normal;RF+B
302;302,0;302,0;302,0;837,0;;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
303;303,0;303,0;303,0;938,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
304;304,0;304,0;304,0;272,0;;hde-OM3-3;49;0;-1;-1;-1;normal;RF+B
305;305,0;305,0;305,0;830,0;;mde-OM3-13;45;4;-1;-1;-1;normal;RF+B
306;306,0;306,0;306,0;936,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
307;307,0;307,0;307,0;108,0;;hde-OM2-1;15;9;-1;-1;-1;normal;RF+B
308;308,0;308,0;308,0;192,0;;hde-OM2-5;35;0;-1;-1;-1;normal;RF+B
309;309,0;309,0;309,0;706,0;;mde-OM3-11;71;0;-1;-1;-1;normal;RF+B
310;310,0;310,0;310,0;737,0;;mde-OM3-12;76;8;-1;-1;-1;normal;RF+B
311;311,0;311,0;311,0;598,0;;mde-OM3-6;53;6;-1;-1;-1;normal;RF+B
312;312,0;312,0;312,0;959,0;;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
313;313,0;313,0;313,0;966,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
314;314,0;314,0;314,0;820,0;;mde-OM3-13;48;2;-1;-1;-1;normal;RF+B
315;315,0;315,0;315,0;40,0;;hde-OM1-3;11;0;-1;-1;-1;normal;RF+B
316;316,0;316,0;316,0;827,0;;mde-OM3-13;47;4;-1;-1;-1;normal;RF+B
317;317,0;317,0;317,0;474,0;;mde-OM1-7;69;8;-1;-1;-1;normal;RF+B
318;318,0;318,0;318,0;228,0;;hde-OM3-1;41;0;-1;-1;-1;normal;RF+B
319;319,0;319,0;319,0;375,0;;mde-OM1-3;41;0;-1;-1;-1;normal;RF+B
320;320,0;320,0;320,0;124,0;;hde-OM2-1;9;9;-1;-1;-1;normal;RF+B
321;321,0;321,0;321,0;287,0;;mde-OM1-2;34;0;-1;-1;-1;normal;RF+B
322;322,0;322,0;322,0;974,0;;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
323;323,0;323,0;323,0;948,0;;mde-OM3-13;83;0;-1;-1;-1;normal;RF+B
324;324,0;324,0;324,0;993,0;;mde-OM3-13;47;5;-1;-1;-1;normal;RF+B
325;325,0;325,0;325,0;717,0;;mde-OM3-12;72;8;-1;-1;-1;normal;RF+B
326;326,0;326,0;326,0;772,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
327;327,0;327,0;327,0;581,0;;mde-OM3-6;52;0;-1;-1;-1;normal;RF+B
328;328,0;328,0;328,0;486,0;;mde-OM3-4;33;0;-1;-1;-1;normal;RF+B
329;329,0;329,0;329,0;990,0;;mde-OM3-13;60;3;-1;-1;-1;normal;RF+B
330;330,0;330,0;330,0;290,0;;mde-OM1-2;33;1;-1;-1;-1;normal;RF+B
331;331,0;331,0;331,0;492,0;;mde-OM3-4;33;0;-1;-1;-1;normal;RF+B
332;332,0;332,0;332,0;961,0;;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
333;333,0;333,0;333,0;610,0;;mde-OM3-6;51;1;-1;-1;-1;normal;RF+B
334;334,0;334,0;334,0;266,0;;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
335;335,0;335,0;335,0;690,0;;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
336;336,0;336,0;336,0;60,0;;hde-OM1-4;16;8;-1;-1;-1;normal;RF+B
337;337,0;337,0;337,0;427,0;;mde-OM1-4;59;0;-1;-1;-1;normal;RF+B
338;338,0;338,0;338,0;128,0;;hde-OM2-1;10;1;-1;-1;-1;normal;RF+B
339;339,0;339,0;339,0;967,0;;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
340;340,0;340,0;340,0;516,0;;mde-OM3-4;32;4;-1;-1;-1;normal;RF+B
341;341,0;341,0;341,0;953,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
342;342,0;342,0;342,0;621,0;;mde-OM3-7;61;5;-1;-1;-1;normal;RF+B
343;343,0;343,0;343,0;496,0;;mde-OM3-4;32;9;-1;-1;-1;normal;RF+B
344;344,0;344,0;344,0;756,0;;mde-OM3-13;48;0;-1;-1;-1;normal;RF+B
345;345,0;345,0;345,0;456,0;;mde-OM1-6;62;3;-1;-1;-1;normal;RF+B
346;346,0;346,0;346,0;169,0;;hde-OM2-5;34;4;-1;-1;-1;normal;RF+B
347;347,0;347,0;347,0;449,0;;mde-OM1-5;61;0;-1;-1;-1;normal;RF+B
348;348,0;348,0;348,0;89,0;;hde-OM1-6;27;1;-1;-1;-1;normal;RF+B
349;349,0;349,0;349,0;987,0;;mde-OM3-13;81;0;-1;-1;-1;normal;RF+B
350;350,0;350,0;350,0;241,0;;hde-OM3-3;44;2;-1;-1;-1;normal;RF+B
351;351,0;351,0;351,0;414,0;;mde-OM1-4;57;4;-1;-1;-1;normal;RF+B
352;352,0;352,0;352,0;676,0;;mde-OM3-9;65;0;-1;-1;-1;normal;RF+B
353;353,0;353,0;353,0;395,0;;mde-OM1-4;56;0;-1;-1;-1;normal;RF+B
354;354,0;354,0;354,0;964,0;;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
355;355,0;355,0;355,0;267,0;;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
356;356,0;356,0;356,0;275,0;;hde-OM3-3;44;2;-1;-1;-1;normal;RF+B
357;357,0;357,0;357,0;206,0;;hde-OM2-5;42;7;-1;-1;-1;normal;RF+B
358;358,0;358,0;358,0;1019,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
359;359,0;359,0;359,0;29,0;;hde-OM1-3;14;0;-1;-1;-1;normal;RF+B
360;360,0;360,0;360,0;61,0;;hde-OM1-4;16;0;-1;-1;-1;normal;RF+B
361;361,0;361,0;361,0;315,0;;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
362;362,0;362,0;362,0;199,0;;hde-OM2-5;35;0;-1;-1;-1;normal;RF+B
363;363,0;363,0;363,0;146,0;;hde-OM2-1;5;1;-1;-1;-1;normal;RF+B
364;364,0;364,0;364,0;603,0;;mde-OM3-6;54;5;-1;-1;-1;normal;RF+B
365;365,0;365,0;365,0;444,0;;mde-OM1-4;55;0;-1;-1;-1;normal;RF+B
366;366,0;366,0;366,0;930,0;;mde-OM3-13;60;5;-1;-1;-1;normal;RF+B
367;367,0;367,0;367,0;34,0;;hde-OM1-3;6;4;-1;-1;-1;normal;RF+B
368;368,0;368,0;368,0;767,0;;mde-OM3-13;60;4;-1;-1;-1;normal;RF+B
369;369,0;369,0;369,0;973,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
370;370,0;370,0;370,0;357,0;;mde-OM1-3;53;0;-1;-1;-1;normal;RF+B
371;371,0;371,0;371,0;845,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
372;372,0;372,0;372,0;112,0;;hde-OM2-1;13;0;-1;-1;-1;normal;RF+B
373;373,0;373,0;373,0;99,0;;hde-OM2-1;8;1;-1;-1;-1;normal;RF+B
374;374,0;374,0;374,0;355,0;;mde-OM1-3;50;0;-1;-1;-1;normal;RF+B
375;375,0;375,0;375,0;709,0;;mde-OM3-11;71;3;-1;-1;-1;normal;RF+B
376;376,0;376,0;376,0;747,0;;mde-OM3-13;46;2;-1;-1;-1;normal;RF+B
377;377,0;377,0;377,0;923,0;;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
378;378,0;378,0;378,0;578,0;;mde-OM3-5;48;1;-1;-1;-1;normal;RF+B
379;379,0;379,0;379,0;762,0;;mde-OM3-13;48;4;-1;-1;-1;normal;RF+B
380;380,0;380,0;380,0;204,0;;hde-OM2-5;43;0;-1;-1;-1;normal;RF+B
381;381,0;381,0;381,0;39,0;;hde-OM1-3;6;0;-1;-1;-1;normal;RF+B
382;382,0;382,0;382,0;363,0;;mde-OM1-3;53;0;-1;-1;-1;normal;RF+B
383;383,0;383,0;383,0;382,0;;mde-OM1-3;38;0;-1;-1;-1;normal;RF+B
384;384,0;384,0;384,0;831,0;;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
385;385,0;385,0;385,0;523,0;;mde-OM3-4;31;1;-1;-1;-1;normal;RF+B
386;386,0;386,0;386,0;701,0;;mde-OM3-10;65;5;-1;-1;-1;normal;RF+B
387;387,0;387,0;387,0;367,0;;mde-OM1-3;43;4;-1;-1;-1;normal;RF+B
388;388,0;388,0;388,0;248,0;;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
389;389,0;389,0;389,0;366,0;;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
390;390,0;390,0;390,0;406,0;;mde-OM1-4;55;4;-1;-1;-1;normal;RF+B
391;391,0;391,0;391,0;11,0;;hde-OM1-3;12;0;-1;-1;-1;normal;RF+B
392;392,0;392,0;392,0;160,0;;hde-OM2-3;34;0;-1;-1;-1;normal;RF+B
393;393,0;393,0;393,0;281,0;;mde-OM1-2;31;1;-1;-1;-1;normal;RF+B
394;394,0;394,0;394,0;118,0;;hde-OM2-1;16;0;-1;-1;-1;normal;RF+B
395;395,0;395,0;395,0;537,0;;mde-OM3-4;40;9;-1;-1;-1;normal;RF+B
396;396,0;396,0;396,0;795,0;;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
397;397,0;397,0;397,0;570,0;;mde-OM3-5;48;1;-1;-1;-1;normal;RF+B
398;398,0;398,0;398,0;804,0;;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
399;399,0;399,0;399,0;421,0;;mde-OM1-4;56;2;-1;-1;-1;normal;RF+B
400;400,0;400,0;400,0;680,0;;mde-OM3-9;65;3;-1;-1;-1;normal;RF+B
401;401,0;401,0;401,0;736,0;;mde-OM3-12;73;6;-1;-1;-1;normal;RF+B
402;402,0;402,0;402,0;202,0;;hde-OM2-5;33;2;-1;-1;-1;normal;RF+B
403;403,0;403,0;403,0;205,0;;hde-OM2-5;37;0;-1;-1;-1;normal;RF+B
404;404,0;404,0;404,0;978,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
405;405,0;405,0;405,0;83,0;;hde-OM1-5;20;1;-1;-1;-1;normal;RF+B
406;406,0;406,0;406,0;963,0;;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
407;407,0;407,0;407,0;631,0;;mde-OM3-7;61;7;-1;-1;-1;normal;RF+B
408;408,0;408,0;408,0;829,0;;mde-OM3-13;60;4;-1;-1;-1;normal;RF+B
409;409,0;409,0;409,0;607,0;;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
410;410,0;410,0;410,0;732,0;;mde-OM3-12;72;6;-1;-1;-1;normal;RF+B
411;411,0;411,0;411,0;415,0;;mde-OM1-4;57;0;-1;-1;-1;normal;RF+B
412;412,0;412,0;412,0;741,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
413;413,0;413,0;413,0;397,0;;mde-OM1-4;55;4;-1;-1;-1;normal;RF+B
414;414,0;414,0;414,0;968,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
415;415,0;415,0;415,0;880,0;;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
416;416,0;416,0;416,0;320,0;;mde-OM1-3;46;0;-1;-1;-1;normal;RF+B
417;417,0;417,0;417,0;594,0;;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
418;418,0;418,0;418,0;1020,0;;mde-OM3-13;46;2;-1;-1;-1;normal;RF+B
419;419,0;419,0;419,0;258,0;;hde-OM3-3;44;7;-1;-1;-1;normal;RF+B
420;420,0;420,0;420,0;188,0;;hde-OM2-5;35;7;-1;-1;-1;normal;RF+B
421;421,0;421,0;421,0;470,0;;mde-OM1-7;69;0;-1;-1;-1;normal;RF+B
422;422,0;422,0;422,0;808,0;;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
423;423,0;423,0;423,0;714,0;;mde-OM3-12;73;7;-1;-1;-1;normal;RF+B
424;424,0;424,0;424,0;875,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
425;425,0;425,0;425,0;810,0;;mde-OM3-13;48;2;-1;-1;-1;normal;RF+B
426;426,0;426,0;426,0;227,0;;hde-OM3-1;41;0;-1;-1;-1;normal;RF+B
427;427,0;427,0;427,0;166,0;;hde-OM2-3;34;8;-1;-1;-1;normal;RF+B
428;428,0;428,0;428,0;985,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
429;429,0;429,0;429,0;335,0;;mde-OM1-3;52;1;-1;-1;-1;normal;RF+B
430;430,0;430,0;430,0;790,0;;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
431;431,0;431,0;431,0;897,0;;mde-OM3-13;47;4;-1;-1;-1;normal;RF+B
432;432,0;432,0;432,0;1045,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
433;433,0;433,0;433,0;854,0;;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
434;434,0;434,0;434,0;918,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
435;435,0;435,0;435,0;618,0;;mde-OM3-7;60;1;-1;-1;-1;normal;RF+B
436;436,0;436,0;436,0;1037,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
437;437,0;437,0;437,0;538,0;;mde-OM3-4;44;0;-1;-1;-1;normal;RF+B
438;438,0;438,0;438,0;605,0;;mde-OM3-6;52;0;-1;-1;-1;normal;RF+B
439;439,0;439,0;439,0;441,0;;mde-OM1-4;57;3;-1;-1;-1;normal;RF+B
440;440,0;440,0;440,0;27,0;;hde-OM1-3;6;9;-1;-1;-1;normal;RF+B
441;441,0;441,0;441,0;495,0;;mde-OM3-4;41;0;-1;-1;-1;normal;RF+B
442;442,0;442,0;442,0;21,0;;hde-OM1-3;5;1;-1;-1;-1;normal;RF+B
443;443,0;443,0;443,0;836,0;;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
444;444,0;444,0;444,0;376,0;;mde-OM1-3;54;3;-1;-1;-1;normal;RF+B
445;445,0;445,0;445,0;519,0;;mde-OM3-4;44;0;-1;-1;-1;normal;RF+B
446;446,0;446,0;446,0;461,0;;mde-OM1-6;62;6;-1;-1;-1;normal;RF+B
447;447,0;447,0;447,0;650,0;;mde-OM3-8;66;7;-1;-1;-1;normal;RF+B
448;448,0;448,0;448,0;871,0;;mde-OM3-13;47;2;-1;-1;-1;normal;RF+B
449;449,0;449,0;449,0;7,0;;hde-OM1-2;2;0;-1;-1;-1;normal;RF+B
450;450,0;450,0;450,0;1011,0;;mde-OM3-13;46;3;-1;-1;-1;normal;RF+B
451;451,0;451,0;451,0;939,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
452;452,0;452,0;452,0;535,0;;mde-OM3-4;39;0;-1;-1;-1;normal;RF+B
453;453,0;453,0;453,0;809,0;;mde-OM3-13;46;1;-1;-1;-1;normal;RF+B
454;454,0;454,0;454,0;141,0;;hde-OM2-1;14;1;-1;-1;-1;normal;RF+B
455;455,0;455,0;455,0;93,0;;hde-OM1-6;27;1;-1;-1;-1;normal;RF+B
456;456,0;456,0;456,0;860,0;;mde-OM3-13;48;4;-1;-1;-1;normal;RF+B
457;457,0;457,0;457,0;708,0;;mde-OM3-11;71;7;-1;-1;-1;normal;RF+B
458;458,0;458,0;458,0;92,0;;hde-OM1-6;28;0;-1;-1;-1;normal;RF+B
459;459,0;459,0;459,0;887,0;;mde-OM3-13;47;1;-1;-1;-1;normal;RF+B
460;460,0;460,0;460,0;672,0;;mde-OM3-9;64;2;-1;-1;-1;normal;RF+B
461;461,0;461,0;461,0;288,0;;mde-OM1-2;33;2;-1;-1;-1;normal;RF+B
462;462,0;462,0;462,0;872,0;;mde-OM3-13;48;4;-1;-1;-1;normal;RF+B
463;463,0;463,0;463,0;996,0;;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
464;464,0;464,0;464,0;738,0;;mde-OM3-12;73;10;-1;-1;-1;normal;RF+B
465;465,0;465,0;465,0;394,0;;mde-OM1-4;54;5;-1;-1;-1;normal;RF+B
466;466,0;466,0;466,0;9,0;;hde-OM1-2;4;0;-1;-1;-1;normal;RF+B
467;467,0;467,0;467,0;387,0;;mde-OM1-4;54;0;-1;-1;-1;normal;RF+B
468;468,0;468,0;468,0;297,0;;mde-OM1-2;34;1;-1;-1;-1;normal;RF+B
469;469,0;469,0;469,0;207,0;;hde-OM2-5;38;0;-1;-1;-1;normal;RF+B
470;470,0;470,0;470,0;285,0;;mde-OM1-2;32;2;-1;-1;-1;normal;RF+B
471;471,0;471,0;471,0;725,0;;mde-OM3-12;72;2;-1;-1;-1;normal;RF+B
472;472,0;472,0;472,0;410,0;;mde-OM1-4;55;5;-1;-1;-1;normal;RF+B
473;473,0;473,0;473,0;588,0;;mde-OM3-6;53;3;-1;-1;-1;normal;RF+B
474;474,0;474,0;474,0;214,0;;hde-OM2-6;45;3;-1;-1;-1;normal;RF+B
475;475,0;475,0;475,0;175,0;;hde-OM2-5;33;2;-1;-1;-1;normal;RF+B
476;476,0;476,0;476,0;1042,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
477;477,0;477,0;477,0;807,0;;mde-OM3-13;81;0;-1;-1;-1;normal;RF+B
478;478,0;478,0;478,0;1035,0;;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
479;479,0;479,0;479,0;234,0;;hde-OM3-1;41;3;-1;-1;-1;normal;RF+B
480;480,0;480,0;480,0;271,0;;hde-OM3-3;44;1;-1;-1;-1;normal;RF+B
481;481,0;481,0;481,0;125,0;;hde-OM2-1;16;0;-1;-1;-1;normal;RF+B
482;482,0;482,0;482,0;1044,0;;mde-OM3-13;48;3;-1;-1;-1;normal;RF+B
483;483,0;483,0;483,0;67,0;;hde-OM1-5;20;1;-1;-1;-1;normal;RF+B
484;484,0;484,0;484,0;956,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
485;485,0;485,0;485,0;219,0;;hde-OM2-6;45;1;-1;-1;-1;normal;RF+B
486;486,0;486,0;486,0;137,0;;hde-OM2-1;12;8;-1;-1;-1;normal;RF+B
487;487,0;487,0;487,0;148,0;;hde-OM2-2;30;8;-1;-1;-1;normal;RF+B
488;488,0;488,0;488,0;571,0;;mde-OM3-5;48;1;-1;-1;-1;normal;RF+B
489;489,0;489,0;489,0;51,0;;hde-OM1-4;15;2;-1;-1;-1;normal;RF+B
490;490,0;490,0;490,0;813,0;;mde-OM3-13;48;3;-1;-1;-1;normal;RF+B
491;491,0;491,0;491,0;230,0;;hde-OM3-1;41;0;-1;-1;-1;normal;RF+B
492;492,0;492,0;492,0;438,0;;mde-OM1-4;56;1;-1;-1;-1;normal;RF+B
493;493,0;493,0;493,0;583,0;;mde-OM3-6;50;1;-1;-1;-1;normal;RF+B
494;494,0;494,0;494,0;637,0;;mde-OM3-8;65;1;-1;-1;-1;normal;RF+B
495;495,0;495,0;495,0;740,0;;mde-OM3-12;77;2;-1;-1;-1;normal;RF+B
496;496,0;496,0;496,0;868,0;;mde-OM3-13;48;2;-1;-1;-1;normal;RF+B
497;497,0;497,0;497,0;104,0;;hde-OM2-1;11;10;-1;-1;-1;normal;RF+B
498;498,0;498,0;498,0;72,0;;hde-OM1-5;21;5;-1;-1;-1;normal;RF+B
499;499,0;499,0;499,0;906,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
500;500,0;500,0;500,0;819,0;;mde-OM3-13;48;5;-1;-1;-1;normal;RF+B
501;501,0;501,0;501,0;536,0;;mde-OM3-4;32;0;-1;-1;-1;normal;RF+B
502;502,0;502,0;502,0;774,0;;mde-OM3-13;47;1;-1;-1;-1;normal;RF+B
503;503,0;503,0;503,0;835,0;;mde-OM3-13;47;3;-1;-1;-1;normal;RF+B
504;504,0;504,0;504,0;294,0;;mde-OM1-2;32;0;-1;-1;-1;normal;RF+B
505;505,0;505,0;505,0;730,0;;mde-OM3-12;72;2;-1;-1;-1;normal;RF+B
506;506,0;506,0;506,0;842,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
507;507,0;507,0;507,0;413,0;;mde-OM1-4;54;1;-1;-1;-1;normal;RF+B
508;508,0;508,0;508,0;884,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
509;509,0;509,0;509,0;330,0;;mde-OM1-3;47;0;-1;-1;-1;normal;RF+B
510;510,0;510,0;510,0;525,0;;mde-OM3-4;43;7;-1;-1;-1;normal;RF+B
511;511,0;511,0;511,0;647,0;;mde-OM3-8;66;7;-1;-1;-1;normal;RF+B
512;512,0;512,0;512,0;614,0;;mde-OM3-7;62;0;-1;-1;-1;normal;RF+B
513;513,0;513,0;513,0;648,0;;mde-OM3-8;66;4;-1;-1;-1;normal;RF+B
514;514,0;514,0;514,0;1043,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
515;515,0;515,0;515,0;981,0;;mde-OM3-13;60;3;-1;-1;-1;normal;RF+B
516;516,0;516,0;516,0;398,0;;mde-OM1-4;57;0;-1;-1;-1;normal;RF+B
517;517,0;517,0;517,0;245,0;;hde-OM3-3;48;10;-1;-1;-1;normal;RF+B
518;518,0;518,0;518,0;752,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
519;519,0;519,0;519,0;833,0;;mde-OM3-13;46;5;-1;-1;-1;normal;RF+B
520;520,0;520,0;520,0;960,0;;mde-OM3-13;48;6;-1;-1;-1;normal;RF+B
521;521,0;521,0;521,0;904,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
522;522,0;522,0;522,0;895,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
523;523,0;523,0;523,0;324,0;;mde-OM1-3;36;0;-1;-1;-1;normal;RF+B
524;524,0;524,0;524,0;778,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
525;525,0;525,0;525,0;386,0;;mde-OM1-4;54;2;-1;-1;-1;normal;RF+B
526;526,0;526,0;526,0;24,0;;hde-OM1-3;9;4;-1;-1;-1;normal;RF+B
527;527,0;527,0;527,0;109,0;;hde-OM2-1;9;7;-1;-1;-1;normal;RF+B
528;528,0;528,0;528,0;1028,0;;mde-OM3-13;47;1;-1;-1;-1;normal;RF+B
529;529,0;529,0;529,0;656,0;;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
530;530,0;530,0;530,0;65,0;;hde-OM1-5;20;2;-1;-1;-1;normal;RF+B
531;531,0;531,0;531,0;489,0;;mde-OM3-4;35;7;-1;-1;-1;normal;RF+B
532;532,0;532,0;532,0;42,0;;hde-OM1-3;11;9;-1;-1;-1;normal;RF+B
533;533,0;533,0;533,0;58,0;;hde-OM1-4;15;0;-1;-1;-1;normal;RF+B
534;534,0;534,0;534,0;262,0;;hde-OM3-3;43;1;-1;-1;-1;normal;RF+B
535;535,0;535,0;535,0;403,0;;mde-OM1-4;54;0;-1;-1;-1;normal;RF+B
536;536,0;536,0;536,0;585,0;;mde-OM3-6;51;2;-1;-1;-1;normal;RF+B
537;537,0;537,0;537,0;401,0;;mde-OM1-4;54;3;-1;-1;-1;normal;RF+B
538;538,0;538,0;538,0;463,0;;mde-OM1-6;62;8;-1;-1;-1;normal;RF+B
539;539,0;539,0;539,0;359,0;;mde-OM1-3;37;0;-1;-1;-1;normal;RF+B
540;540,0;540,0;540,0;1018,0;;mde-OM3-13;60;1;-1;-1;-1;normal;RF+B
541;541,0;541,0;541,0;653,0;;mde-OM3-9;63;1;-1;-1;-1;normal;RF+B
542;542,0;542,0;542,0;734,0;;mde-OM3-12;73;5;-1;-1;-1;normal;RF+B
543;543,0;543,0;543,0;907,0;;mde-OM3-13;45;1;-1;-1;-1;normal;RF+B
544;544,0;544,0;544,0;886,0;;mde-OM3-13;45;2;-1;-1;-1;normal;RF+B
545;545,0;545,0;545,0;131,0;;hde-OM2-1;7;5;-1;-1;-1;normal;RF+B
