Method,R_e,A@e,RA@e,Run,n,f,max info loss,n_clusters,algorithm,n_components,gini,p value
SPH+CPI,5,0.77,1.8398268398268398,1,1050,50,0.4,,,,0.4,0.7
SPH+CPI,6,0.7766666666666666,1.8755364806866952,1,1050,50,0.4,,,,0.4,0.7
SPH+CPI,7,0.7866666666666666,1.9406779661016949,1,1050,50,0.4,,,,0.4,0.7
SPH+CPI,8,0.8,2.0416666666666665,1,1050,50,0.4,,,,0.4,0.7
SPH+CPI,9,0.8066666666666666,2.0991735537190084,1,1050,50,0.4,,,,0.4,0.7
SPH+CPI,10,0.81,2.1316872427983538,1,1050,50,0.4,,,,0.4,0.7
SPH+CPI,1,0.43,1.0,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,2,0.59,1.271186440677966,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,3,0.6766666666666666,1.4926108374384237,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,4,0.7333333333333333,1.6863636363636363,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,5,0.7733333333333333,1.8577586206896552,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,6,0.78,1.893162393162393,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,7,0.79,1.9578059071729959,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,8,0.8033333333333333,2.0580912863070537,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,9,0.81,2.1152263374485596,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,10,0.8133333333333334,2.1475409836065573,1,1050,50,0.4,,,,0.4,0.75
SPH+CPI,1,0.43,1.0,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,2,0.5933333333333334,1.2752808988764044,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,3,0.68,1.4950980392156863,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,4,0.7333333333333333,1.6772727272727272,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,5,0.7733333333333333,1.8491379310344827,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,6,0.78,1.8846153846153846,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,7,0.79,1.9493670886075949,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,8,0.8033333333333333,2.0497925311203318,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,9,0.81,2.1069958847736627,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,10,0.8133333333333334,2.139344262295082,1,1050,50,0.4,,,,0.4,0.8
SPH+CPI,1,0.36666666666666664,1.0,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,2,0.6,1.3888888888888888,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,3,0.68,1.5784313725490196,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,4,0.7266666666666667,1.7339449541284404,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,5,0.77,1.9177489177489178,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,6,0.7766666666666666,1.9527896995708154,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,7,0.79,2.037974683544304,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,8,0.81,2.185185185185185,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,9,0.81,2.185185185185185,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,10,0.8133333333333334,2.2172131147540983,1,1050,50,0.4,,,,0.4,0.85
SPH+CPI,1,0.36666666666666664,1.0,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,2,0.5866666666666667,1.375,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,3,0.6766666666666666,1.5911330049261083,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,4,0.72,1.7361111111111112,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,5,0.7633333333333333,1.9213973799126638,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,6,0.7733333333333333,1.9741379310344827,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,7,0.7833333333333333,2.0382978723404257,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,8,0.8,2.1625,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,9,0.8033333333333333,2.190871369294606,1,1050,50,0.4,,,,0.4,0.9
SPH+CPI,10,0.81,2.2551440329218106,1,1050,50,0.4,,,,0.4,0.9
CPI,1,0.37666666666666665,1.0,1,1050,50,,,,,0.2,0.7
CPI,2,0.49,1.2312925170068028,1,1050,50,,,,,0.2,0.7
CPI,3,0.55,1.4242424242424243,1,1050,50,,,,,0.2,0.7
CPI,4,0.5933333333333334,1.6123595505617978,1,1050,50,,,,,0.2,0.7
CPI,5,0.6233333333333333,1.7754010695187166,1,1050,50,,,,,0.2,0.7
CPI,6,0.66,2.01010101010101,1,1050,50,,,,,0.2,0.7
CPI,7,0.69,2.2270531400966185,1,1050,50,,,,,0.2,0.7
CPI,8,0.7166666666666667,2.441860465116279,1,1050,50,,,,,0.2,0.7
CPI,9,0.7333333333333333,2.590909090909091,1,1050,50,,,,,0.2,0.7
CPI,10,0.7533333333333333,2.7876106194690267,1,1050,50,,,,,0.2,0.7
CPI,1,0.36,1.0,1,1050,50,,,,,0.2,0.75
CPI,2,0.49666666666666665,1.2751677852348993,1,1050,50,,,,,0.2,0.75
CPI,3,0.5733333333333334,1.505813953488372,1,1050,50,,,,,0.2,0.75
CPI,4,0.62,1.6935483870967742,1,1050,50,,,,,0.2,0.75
CPI,5,0.6333333333333333,1.763157894736842,1,1050,50,,,,,0.2,0.75
CPI,6,0.6633333333333333,1.9547738693467336,1,1050,50,,,,,0.2,0.75
CPI,7,0.68,2.0784313725490198,1,1050,50,,,,,0.2,0.75
CPI,8,0.71,2.328638497652582,1,1050,50,,,,,0.2,0.75
CPI,9,0.7366666666666667,2.570135746606335,1,1050,50,,,,,0.2,0.75
CPI,10,0.7433333333333333,2.6367713004484306,1,1050,50,,,,,0.2,0.75
CPI,1,0.31,1.0,1,1050,50,,,,,0.2,0.8
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.2,0.8
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.2,0.8
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.2,0.8
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.2,0.8
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.2,0.8
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.2,0.8
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.2,0.8
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.2,0.8
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.2,0.8
CPI,1,0.31,1.0,1,1050,50,,,,,0.2,0.85
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.2,0.85
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.2,0.85
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.2,0.85
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.2,0.85
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.2,0.85
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.2,0.85
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.2,0.85
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.2,0.85
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.2,0.85
CPI,1,0.2733333333333333,1.0,1,1050,50,,,,,0.2,0.9
CPI,2,0.42333333333333334,1.3543307086614174,1,1050,50,,,,,0.2,0.9
CPI,3,0.5033333333333333,1.6158940397350994,1,1050,50,,,,,0.2,0.9
CPI,4,0.56,1.8571428571428572,1,1050,50,,,,,0.2,0.9
CPI,5,0.6033333333333334,2.0828729281767955,1,1050,50,,,,,0.2,0.9
CPI,6,0.6366666666666667,2.287958115183246,1,1050,50,,,,,0.2,0.9
CPI,7,0.6766666666666666,2.5665024630541873,1,1050,50,,,,,0.2,0.9
CPI,8,0.71,2.8215962441314555,1,1050,50,,,,,0.2,0.9
CPI,9,0.7366666666666667,3.0452488687782804,1,1050,50,,,,,0.2,0.9
CPI,10,0.7533333333333333,3.1991150442477876,1,1050,50,,,,,0.2,0.9
CPI,1,0.37666666666666665,1.0,1,1050,50,,,,,0.25,0.7
CPI,2,0.49,1.2312925170068028,1,1050,50,,,,,0.25,0.7
CPI,3,0.55,1.4242424242424243,1,1050,50,,,,,0.25,0.7
CPI,4,0.5933333333333334,1.6123595505617978,1,1050,50,,,,,0.25,0.7
CPI,5,0.6233333333333333,1.7754010695187166,1,1050,50,,,,,0.25,0.7
CPI,6,0.66,2.01010101010101,1,1050,50,,,,,0.25,0.7
CPI,7,0.69,2.2270531400966185,1,1050,50,,,,,0.25,0.7
CPI,8,0.7166666666666667,2.441860465116279,1,1050,50,,,,,0.25,0.7
CPI,9,0.7333333333333333,2.590909090909091,1,1050,50,,,,,0.25,0.7
CPI,10,0.7533333333333333,2.7876106194690267,1,1050,50,,,,,0.25,0.7
CPI,1,0.36,1.0,1,1050,50,,,,,0.25,0.75
CPI,2,0.49666666666666665,1.2751677852348993,1,1050,50,,,,,0.25,0.75
CPI,3,0.5733333333333334,1.505813953488372,1,1050,50,,,,,0.25,0.75
CPI,4,0.62,1.6935483870967742,1,1050,50,,,,,0.25,0.75
CPI,5,0.6333333333333333,1.763157894736842,1,1050,50,,,,,0.25,0.75
CPI,6,0.6633333333333333,1.9547738693467336,1,1050,50,,,,,0.25,0.75
CPI,7,0.68,2.0784313725490198,1,1050,50,,,,,0.25,0.75
CPI,8,0.71,2.328638497652582,1,1050,50,,,,,0.25,0.75
CPI,9,0.7366666666666667,2.570135746606335,1,1050,50,,,,,0.25,0.75
CPI,10,0.7433333333333333,2.6367713004484306,1,1050,50,,,,,0.25,0.75
CPI,1,0.31,1.0,1,1050,50,,,,,0.25,0.8
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.25,0.8
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.25,0.8
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.25,0.8
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.25,0.8
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.25,0.8
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.25,0.8
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.25,0.8
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.25,0.8
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.25,0.8
CPI,1,0.31,1.0,1,1050,50,,,,,0.25,0.85
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.25,0.85
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.25,0.85
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.25,0.85
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.25,0.85
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.25,0.85
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.25,0.85
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.25,0.85
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.25,0.85
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.25,0.85
CPI,1,0.2733333333333333,1.0,1,1050,50,,,,,0.25,0.9
CPI,2,0.42333333333333334,1.3543307086614174,1,1050,50,,,,,0.25,0.9
CPI,3,0.5033333333333333,1.6158940397350994,1,1050,50,,,,,0.25,0.9
CPI,4,0.56,1.8571428571428572,1,1050,50,,,,,0.25,0.9
CPI,5,0.6033333333333334,2.0828729281767955,1,1050,50,,,,,0.25,0.9
CPI,6,0.6366666666666667,2.287958115183246,1,1050,50,,,,,0.25,0.9
CPI,7,0.6766666666666666,2.5665024630541873,1,1050,50,,,,,0.25,0.9
CPI,8,0.71,2.8215962441314555,1,1050,50,,,,,0.25,0.9
CPI,9,0.7366666666666667,3.0452488687782804,1,1050,50,,,,,0.25,0.9
CPI,10,0.7533333333333333,3.1991150442477876,1,1050,50,,,,,0.25,0.9
CPI,1,0.37666666666666665,1.0,1,1050,50,,,,,0.3,0.7
CPI,2,0.49,1.2312925170068028,1,1050,50,,,,,0.3,0.7
CPI,3,0.55,1.4242424242424243,1,1050,50,,,,,0.3,0.7
CPI,4,0.5933333333333334,1.6123595505617978,1,1050,50,,,,,0.3,0.7
CPI,5,0.6233333333333333,1.7754010695187166,1,1050,50,,,,,0.3,0.7
CPI,6,0.66,2.01010101010101,1,1050,50,,,,,0.3,0.7
CPI,7,0.69,2.2270531400966185,1,1050,50,,,,,0.3,0.7
CPI,8,0.7166666666666667,2.441860465116279,1,1050,50,,,,,0.3,0.7
CPI,9,0.7333333333333333,2.590909090909091,1,1050,50,,,,,0.3,0.7
CPI,10,0.7533333333333333,2.7876106194690267,1,1050,50,,,,,0.3,0.7
CPI,1,0.36,1.0,1,1050,50,,,,,0.3,0.75
CPI,2,0.49666666666666665,1.2751677852348993,1,1050,50,,,,,0.3,0.75
CPI,3,0.5733333333333334,1.505813953488372,1,1050,50,,,,,0.3,0.75
CPI,4,0.62,1.6935483870967742,1,1050,50,,,,,0.3,0.75
CPI,5,0.6333333333333333,1.763157894736842,1,1050,50,,,,,0.3,0.75
CPI,6,0.6633333333333333,1.9547738693467336,1,1050,50,,,,,0.3,0.75
CPI,7,0.68,2.0784313725490198,1,1050,50,,,,,0.3,0.75
CPI,8,0.71,2.328638497652582,1,1050,50,,,,,0.3,0.75
CPI,9,0.7366666666666667,2.570135746606335,1,1050,50,,,,,0.3,0.75
CPI,10,0.7433333333333333,2.6367713004484306,1,1050,50,,,,,0.3,0.75
CPI,1,0.31,1.0,1,1050,50,,,,,0.3,0.8
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.3,0.8
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.3,0.8
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.3,0.8
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.3,0.8
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.3,0.8
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.3,0.8
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.3,0.8
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.3,0.8
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.3,0.8
CPI,1,0.31,1.0,1,1050,50,,,,,0.3,0.85
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.3,0.85
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.3,0.85
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.3,0.85
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.3,0.85
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.3,0.85
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.3,0.85
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.3,0.85
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.3,0.85
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.3,0.85
CPI,1,0.2733333333333333,1.0,1,1050,50,,,,,0.3,0.9
CPI,2,0.42333333333333334,1.3543307086614174,1,1050,50,,,,,0.3,0.9
CPI,3,0.5033333333333333,1.6158940397350994,1,1050,50,,,,,0.3,0.9
CPI,4,0.56,1.8571428571428572,1,1050,50,,,,,0.3,0.9
CPI,5,0.6033333333333334,2.0828729281767955,1,1050,50,,,,,0.3,0.9
CPI,6,0.6366666666666667,2.287958115183246,1,1050,50,,,,,0.3,0.9
CPI,7,0.6766666666666666,2.5665024630541873,1,1050,50,,,,,0.3,0.9
CPI,8,0.71,2.8215962441314555,1,1050,50,,,,,0.3,0.9
CPI,9,0.7366666666666667,3.0452488687782804,1,1050,50,,,,,0.3,0.9
CPI,10,0.7533333333333333,3.1991150442477876,1,1050,50,,,,,0.3,0.9
CPI,1,0.37666666666666665,1.0,1,1050,50,,,,,0.35,0.7
CPI,2,0.49,1.2312925170068028,1,1050,50,,,,,0.35,0.7
CPI,3,0.55,1.4242424242424243,1,1050,50,,,,,0.35,0.7
CPI,4,0.5933333333333334,1.6123595505617978,1,1050,50,,,,,0.35,0.7
CPI,5,0.6233333333333333,1.7754010695187166,1,1050,50,,,,,0.35,0.7
CPI,6,0.66,2.01010101010101,1,1050,50,,,,,0.35,0.7
CPI,7,0.69,2.2270531400966185,1,1050,50,,,,,0.35,0.7
CPI,8,0.7166666666666667,2.441860465116279,1,1050,50,,,,,0.35,0.7
CPI,9,0.7333333333333333,2.590909090909091,1,1050,50,,,,,0.35,0.7
CPI,10,0.7533333333333333,2.7876106194690267,1,1050,50,,,,,0.35,0.7
CPI,1,0.36,1.0,1,1050,50,,,,,0.35,0.75
CPI,2,0.49666666666666665,1.2751677852348993,1,1050,50,,,,,0.35,0.75
CPI,3,0.5733333333333334,1.505813953488372,1,1050,50,,,,,0.35,0.75
CPI,4,0.62,1.6935483870967742,1,1050,50,,,,,0.35,0.75
CPI,5,0.6333333333333333,1.763157894736842,1,1050,50,,,,,0.35,0.75
CPI,6,0.6633333333333333,1.9547738693467336,1,1050,50,,,,,0.35,0.75
CPI,7,0.68,2.0784313725490198,1,1050,50,,,,,0.35,0.75
CPI,8,0.71,2.328638497652582,1,1050,50,,,,,0.35,0.75
CPI,9,0.7366666666666667,2.570135746606335,1,1050,50,,,,,0.35,0.75
CPI,10,0.7433333333333333,2.6367713004484306,1,1050,50,,,,,0.35,0.75
CPI,1,0.31,1.0,1,1050,50,,,,,0.35,0.8
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.35,0.8
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.35,0.8
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.35,0.8
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.35,0.8
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.35,0.8
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.35,0.8
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.35,0.8
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.35,0.8
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.35,0.8
CPI,1,0.31,1.0,1,1050,50,,,,,0.35,0.85
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.35,0.85
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.35,0.85
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.35,0.85
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.35,0.85
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.35,0.85
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.35,0.85
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.35,0.85
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.35,0.85
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.35,0.85
CPI,1,0.2733333333333333,1.0,1,1050,50,,,,,0.35,0.9
CPI,2,0.42333333333333334,1.3543307086614174,1,1050,50,,,,,0.35,0.9
CPI,3,0.5033333333333333,1.6158940397350994,1,1050,50,,,,,0.35,0.9
CPI,4,0.56,1.8571428571428572,1,1050,50,,,,,0.35,0.9
CPI,5,0.6033333333333334,2.0828729281767955,1,1050,50,,,,,0.35,0.9
CPI,6,0.6366666666666667,2.287958115183246,1,1050,50,,,,,0.35,0.9
CPI,7,0.6766666666666666,2.5665024630541873,1,1050,50,,,,,0.35,0.9
CPI,8,0.71,2.8215962441314555,1,1050,50,,,,,0.35,0.9
CPI,9,0.7366666666666667,3.0452488687782804,1,1050,50,,,,,0.35,0.9
CPI,10,0.7533333333333333,3.1991150442477876,1,1050,50,,,,,0.35,0.9
CPI,1,0.37666666666666665,1.0,1,1050,50,,,,,0.4,0.7
CPI,2,0.49,1.2312925170068028,1,1050,50,,,,,0.4,0.7
CPI,3,0.55,1.4242424242424243,1,1050,50,,,,,0.4,0.7
CPI,4,0.5933333333333334,1.6123595505617978,1,1050,50,,,,,0.4,0.7
CPI,5,0.6233333333333333,1.7754010695187166,1,1050,50,,,,,0.4,0.7
CPI,6,0.66,2.01010101010101,1,1050,50,,,,,0.4,0.7
CPI,7,0.69,2.2270531400966185,1,1050,50,,,,,0.4,0.7
CPI,8,0.7166666666666667,2.441860465116279,1,1050,50,,,,,0.4,0.7
CPI,9,0.7333333333333333,2.590909090909091,1,1050,50,,,,,0.4,0.7
CPI,10,0.7533333333333333,2.7876106194690267,1,1050,50,,,,,0.4,0.7
CPI,1,0.36,1.0,1,1050,50,,,,,0.4,0.75
CPI,2,0.49666666666666665,1.2751677852348993,1,1050,50,,,,,0.4,0.75
CPI,3,0.5733333333333334,1.505813953488372,1,1050,50,,,,,0.4,0.75
CPI,4,0.62,1.6935483870967742,1,1050,50,,,,,0.4,0.75
CPI,5,0.6333333333333333,1.763157894736842,1,1050,50,,,,,0.4,0.75
CPI,6,0.6633333333333333,1.9547738693467336,1,1050,50,,,,,0.4,0.75
CPI,7,0.68,2.0784313725490198,1,1050,50,,,,,0.4,0.75
CPI,8,0.71,2.328638497652582,1,1050,50,,,,,0.4,0.75
CPI,9,0.7366666666666667,2.570135746606335,1,1050,50,,,,,0.4,0.75
CPI,10,0.7433333333333333,2.6367713004484306,1,1050,50,,,,,0.4,0.75
CPI,1,0.31,1.0,1,1050,50,,,,,0.4,0.8
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.4,0.8
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.4,0.8
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.4,0.8
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.4,0.8
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.4,0.8
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.4,0.8
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.4,0.8
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.4,0.8
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.4,0.8
CPI,1,0.31,1.0,1,1050,50,,,,,0.4,0.85
CPI,2,0.47333333333333333,1.3450704225352113,1,1050,50,,,,,0.4,0.85
CPI,3,0.55,1.5757575757575757,1,1050,50,,,,,0.4,0.85
CPI,4,0.6066666666666667,1.8021978021978022,1,1050,50,,,,,0.4,0.85
CPI,5,0.6333333333333333,1.936842105263158,1,1050,50,,,,,0.4,0.85
CPI,6,0.6733333333333333,2.1782178217821784,1,1050,50,,,,,0.4,0.85
CPI,7,0.7,2.361904761904762,1,1050,50,,,,,0.4,0.85
CPI,8,0.7433333333333333,2.690582959641256,1,1050,50,,,,,0.4,0.85
CPI,9,0.7633333333333333,2.8558951965065504,1,1050,50,,,,,0.4,0.85
CPI,10,0.7766666666666666,2.9785407725321886,1,1050,50,,,,,0.4,0.85
CPI,1,0.2733333333333333,1.0,1,1050,50,,,,,0.4,0.9
CPI,2,0.42333333333333334,1.3543307086614174,1,1050,50,,,,,0.4,0.9
CPI,3,0.5033333333333333,1.6158940397350994,1,1050,50,,,,,0.4,0.9
CPI,4,0.56,1.8571428571428572,1,1050,50,,,,,0.4,0.9
CPI,5,0.6033333333333334,2.0828729281767955,1,1050,50,,,,,0.4,0.9
CPI,6,0.6366666666666667,2.287958115183246,1,1050,50,,,,,0.4,0.9
CPI,7,0.6766666666666666,2.5665024630541873,1,1050,50,,,,,0.4,0.9
CPI,8,0.71,2.8215962441314555,1,1050,50,,,,,0.4,0.9
CPI,9,0.7366666666666667,3.0452488687782804,1,1050,50,,,,,0.4,0.9
CPI,10,0.7533333333333333,3.1991150442477876,1,1050,50,,,,,0.4,0.9
RF,1,0.27,1.0,1,1050,100,,,,,,
RF,2,0.44666666666666666,1.3955223880597014,1,1050,100,,,,,,
RF,3,0.56,1.7202380952380953,1,1050,100,,,,,,
RF,4,0.6533333333333333,2.045918367346939,1,1050,100,,,,,,
RF,5,0.71,2.2816901408450705,1,1050,100,,,,,,
RF,6,0.74,2.4324324324324325,1,1050,100,,,,,,
RF,7,0.75,2.493333333333333,1,1050,100,,,,,,
RF,8,0.7733333333333333,2.6594827586206895,1,1050,100,,,,,,
RF,9,0.78,2.713675213675214,1,1050,100,,,,,,
RF,10,0.7966666666666666,2.8661087866108788,1,1050,100,,,,,,
SPH,1,0.2833333333333333,1.0,1,1050,100,0.1,,,,,
SPH,2,0.4533333333333333,1.375,1,1050,100,0.1,,,,,
SPH,3,0.5566666666666666,1.6766467065868262,1,1050,100,0.1,,,,,
SPH,4,0.6366666666666667,1.968586387434555,1,1050,100,0.1,,,,,
SPH,5,0.6933333333333334,2.2163461538461537,1,1050,100,0.1,,,,,
SPH,6,0.7333333333333333,2.422727272727273,1,1050,100,0.1,,,,,
SPH,7,0.75,2.5244444444444443,1,1050,100,0.1,,,,,
SPH,8,0.7666666666666667,2.643478260869565,1,1050,100,0.1,,,,,
SPH,9,0.7866666666666666,2.805084745762712,1,1050,100,0.1,,,,,
SPH,10,0.8033333333333333,2.954356846473029,1,1050,100,0.1,,,,,
SPH,1,0.3,1.0,1,1050,100,0.15,,,,,
SPH,2,0.5033333333333333,1.403973509933775,1,1050,100,0.15,,,,,
SPH,3,0.61,1.6830601092896176,1,1050,100,0.15,,,,,
SPH,4,0.67,1.890547263681592,1,1050,100,0.15,,,,,
SPH,5,0.7133333333333334,2.0794392523364484,1,1050,100,0.15,,,,,
SPH,6,0.7566666666666667,2.303964757709251,1,1050,100,0.15,,,,,
SPH,7,0.7733333333333333,2.4051724137931036,1,1050,100,0.15,,,,,
SPH,8,0.7933333333333333,2.546218487394958,1,1050,100,0.15,,,,,
SPH,9,0.7966666666666666,2.573221757322176,1,1050,100,0.15,,,,,
SPH,10,0.8066666666666666,2.665289256198347,1,1050,100,0.15,,,,,
SPH,1,0.30666666666666664,1.0,1,1050,100,0.2,,,,,
SPH,2,0.5166666666666667,1.4064516129032258,1,1050,100,0.2,,,,,
SPH,3,0.6233333333333333,1.679144385026738,1,1050,100,0.2,,,,,
SPH,4,0.6833333333333333,1.8829268292682926,1,1050,100,0.2,,,,,
SPH,5,0.7233333333333334,2.055299539170507,1,1050,100,0.2,,,,,
SPH,6,0.76,2.245614035087719,1,1050,100,0.2,,,,,
SPH,7,0.7766666666666666,2.347639484978541,1,1050,100,0.2,,,,,
SPH,8,0.8033333333333333,2.5352697095435683,1,1050,100,0.2,,,,,
SPH,9,0.8066666666666666,2.56198347107438,1,1050,100,0.2,,,,,
SPH,10,0.8133333333333334,2.622950819672131,1,1050,100,0.2,,,,,
SPH,1,0.31,1.0,1,1050,100,0.25,,,,,
SPH,2,0.5066666666666667,1.388157894736842,1,1050,100,0.25,,,,,
SPH,3,0.61,1.6612021857923498,1,1050,100,0.25,,,,,
SPH,4,0.6833333333333333,1.9121951219512194,1,1050,100,0.25,,,,,
